Entity: SYR / SP.POP.TOTL
Year: 1960 | Value: 4673500
Year: 1961 | Value: 4815466
Year: 1962 | Value: 4959340
Year: 1963 | Value: 5110467
Year: 1964 | Value: 5269087
Year: 1965 | Value: 5435267
Year: 1966 | Value: 5609047
Year: 1967 | Value: 5790198
Year: 1968 | Value: 5978742
Year: 1969 | Value: 6175166
Year: 1970 | Value: 6380609
Year: 1971 | Value: 6598094
Year: 1972 | Value: 6826024
Year: 1973 | Value: 7060321
Year: 1974 | Value: 7302160
Year: 1975 | Value: 7554364
Year: 1976 | Value: 7817320
Year: 1977 | Value: 8090501
Year: 1978 | Value: 8372759
Year: 1979 | Value: 8661909
Year: 1980 | Value: 8957663
Year: 1981 | Value: 9260189
Year: 1982 | Value: 9572511
Year: 1983 | Value: 9904809
Year: 1984 | Value: 10258398
Year: 1985 | Value: 10625672
Year: 1986 | Value: 11002844
Year: 1987 | Value: 11388923
Year: 1988 | Value: 11782264
Year: 1989 | Value: 12179060
Year: 1990 | Value: 12579208
Year: 1991 | Value: 12980821
Year: 1992 | Value: 13385571
Year: 1993 | Value: 13795686
Year: 1994 | Value: 14208583
Year: 1995 | Value: 14616801
Year: 1996 | Value: 15018104
Year: 1997 | Value: 15417542
Year: 1998 | Value: 15820413
Year: 1999 | Value: 16228061
Year: 2000 | Value: 16637888
Year: 2001 | Value: 17051338
Year: 2002 | Value: 17468332
Year: 2003 | Value: 17889296
Year: 2004 | Value: 18336875
Year: 2005 | Value: 18814091
Year: 2006 | Value: 19637022
Year: 2007 | Value: 20884125
Year: 2008 | Value: 21636564
Year: 2009 | Value: 21976969
Year: 2010 | Value: 22482421
Year: 2011 | Value: 22878098
Year: 2012 | Value: 22759763
Year: 2013 | Value: 21666917
Year: 2014 | Value: 20273659
Year: 2015 | Value: 19424618
Year: 2016 | Value: 19193834
Year: 2017 | Value: 19224668
Year: 2018 | Value: 19577845
Year: 2019 | Value: 20353534
Year: 2020 | Value: 21049429
Year: 2021 | Value: 21628839
Year: 2022 | Value: 22462173
Year: 2023 | Value: 23594623
Year: 2024 | Value: 24672760
Remark: Syrian Arab Republic
Remark: Population, total
