Entity: LAC / SP.POP.TOTL
Year: 1960 | Value: 192855898
Year: 1961 | Value: 198298501
Year: 1962 | Value: 203914785
Year: 1963 | Value: 209675273
Year: 1964 | Value: 215558178
Year: 1965 | Value: 221535468
Year: 1966 | Value: 227585310
Year: 1967 | Value: 233696754
Year: 1968 | Value: 239864448
Year: 1969 | Value: 246093261
Year: 1970 | Value: 252358538
Year: 1971 | Value: 258688096
Year: 1972 | Value: 265122103
Year: 1973 | Value: 271649494
Year: 1974 | Value: 278251796
Year: 1975 | Value: 284908402
Year: 1976 | Value: 291624269
Year: 1977 | Value: 298457236
Year: 1978 | Value: 305428657
Year: 1979 | Value: 312477579
Year: 1980 | Value: 319588567
Year: 1981 | Value: 326710408
Year: 1982 | Value: 333866128
Year: 1983 | Value: 341148229
Year: 1984 | Value: 348504110
Year: 1985 | Value: 355849792
Year: 1986 | Value: 363159117
Year: 1987 | Value: 370452304
Year: 1988 | Value: 377766659
Year: 1989 | Value: 385080987
Year: 1990 | Value: 392413347
Year: 1991 | Value: 399683088
Year: 1992 | Value: 406898894
Year: 1993 | Value: 414075451
Year: 1994 | Value: 421179547
Year: 1995 | Value: 428268339
Year: 1996 | Value: 435299542
Year: 1997 | Value: 442282724
Year: 1998 | Value: 449283157
Year: 1999 | Value: 456223550
Year: 2000 | Value: 462953688
Year: 2001 | Value: 469463143
Year: 2002 | Value: 475799008
Year: 2003 | Value: 481977727
Year: 2004 | Value: 488032486
Year: 2005 | Value: 494006571
Year: 2006 | Value: 499910627
Year: 2007 | Value: 505793340
Year: 2008 | Value: 511659365
Year: 2009 | Value: 517459947
Year: 2010 | Value: 523147480
Year: 2011 | Value: 528822706
Year: 2012 | Value: 534503260
Year: 2013 | Value: 540118712
Year: 2014 | Value: 545661592
Year: 2015 | Value: 551075145
Year: 2016 | Value: 556440282
Year: 2017 | Value: 561957179
Year: 2018 | Value: 567711159
Year: 2019 | Value: 573311679
Year: 2020 | Value: 578091505
Year: 2021 | Value: 581884231
Year: 2022 | Value: 585648822
Year: 2023 | Value: 589889543
Year: 2024 | Value: 594158638
Remark: Latin America & Caribbean (excluding high income)
Remark: Population, total
