Entity: RWA / SP.POP.TOTL
Year: 1960 | Value: 3022294
Year: 1961 | Value: 3106779
Year: 1962 | Value: 3186025
Year: 1963 | Value: 3258890
Year: 1964 | Value: 3334834
Year: 1965 | Value: 3423210
Year: 1966 | Value: 3521626
Year: 1967 | Value: 3629577
Year: 1968 | Value: 3744010
Year: 1969 | Value: 3861271
Year: 1970 | Value: 3980669
Year: 1971 | Value: 4100044
Year: 1972 | Value: 4220335
Year: 1973 | Value: 4345047
Year: 1974 | Value: 4474228
Year: 1975 | Value: 4607728
Year: 1976 | Value: 4745954
Year: 1977 | Value: 4888240
Year: 1978 | Value: 5035171
Year: 1979 | Value: 5189541
Year: 1980 | Value: 5353259
Year: 1981 | Value: 5527230
Year: 1982 | Value: 5711549
Year: 1983 | Value: 5905311
Year: 1984 | Value: 6107627
Year: 1985 | Value: 6317228
Year: 1986 | Value: 6531881
Year: 1987 | Value: 6749493
Year: 1988 | Value: 6968071
Year: 1989 | Value: 7184706
Year: 1990 | Value: 7375307
Year: 1991 | Value: 7526966
Year: 1992 | Value: 7683266
Year: 1993 | Value: 7981132
Year: 1994 | Value: 6792352
Year: 1995 | Value: 5674118
Year: 1996 | Value: 6708764
Year: 1997 | Value: 7755238
Year: 1998 | Value: 8081681
Year: 1999 | Value: 8147912
Year: 2000 | Value: 8213931
Year: 2001 | Value: 8287094
Year: 2002 | Value: 8400180
Year: 2003 | Value: 8586875
Year: 2004 | Value: 8816844
Year: 2005 | Value: 9054528
Year: 2006 | Value: 9299246
Year: 2007 | Value: 9549933
Year: 2008 | Value: 9804269
Year: 2009 | Value: 10060432
Year: 2010 | Value: 10317553
Year: 2011 | Value: 10573733
Year: 2012 | Value: 10829901
Year: 2013 | Value: 11093340
Year: 2014 | Value: 11364757
Year: 2015 | Value: 11640022
Year: 2016 | Value: 11919183
Year: 2017 | Value: 12202060
Year: 2018 | Value: 12487996
Year: 2019 | Value: 12776103
Year: 2020 | Value: 13065837
Year: 2021 | Value: 13355260
Year: 2022 | Value: 13651030
Year: 2023 | Value: 13954471
Year: 2024 | Value: 14256567
Remark: Rwanda
Remark: Population, total
