Entity: PAN / SP.POP.TOTL
Year: 1960 | Value: 1126005
Year: 1961 | Value: 1159870
Year: 1962 | Value: 1195301
Year: 1963 | Value: 1232124
Year: 1964 | Value: 1270065
Year: 1965 | Value: 1308835
Year: 1966 | Value: 1348388
Year: 1967 | Value: 1388628
Year: 1968 | Value: 1429447
Year: 1969 | Value: 1470886
Year: 1970 | Value: 1513070
Year: 1971 | Value: 1556081
Year: 1972 | Value: 1599723
Year: 1973 | Value: 1643690
Year: 1974 | Value: 1687926
Year: 1975 | Value: 1732389
Year: 1976 | Value: 1776935
Year: 1977 | Value: 1821543
Year: 1978 | Value: 1866311
Year: 1979 | Value: 1911552
Year: 1980 | Value: 1957534
Year: 1981 | Value: 2004418
Year: 1982 | Value: 2052271
Year: 1983 | Value: 2101106
Year: 1984 | Value: 2150782
Year: 1985 | Value: 2200915
Year: 1986 | Value: 2251325
Year: 1987 | Value: 2301970
Year: 1988 | Value: 2352848
Year: 1989 | Value: 2403820
Year: 1990 | Value: 2455583
Year: 1991 | Value: 2508265
Year: 1992 | Value: 2561336
Year: 1993 | Value: 2615099
Year: 1994 | Value: 2669546
Year: 1995 | Value: 2724557
Year: 1996 | Value: 2780227
Year: 1997 | Value: 2836695
Year: 1998 | Value: 2893914
Year: 1999 | Value: 2951822
Year: 2000 | Value: 3010369
Year: 2001 | Value: 3069537
Year: 2002 | Value: 3129344
Year: 2003 | Value: 3189807
Year: 2004 | Value: 3251155
Year: 2005 | Value: 3313026
Year: 2006 | Value: 3375024
Year: 2007 | Value: 3437490
Year: 2008 | Value: 3500648
Year: 2009 | Value: 3564381
Year: 2010 | Value: 3628535
Year: 2011 | Value: 3693505
Year: 2012 | Value: 3759256
Year: 2013 | Value: 3825329
Year: 2014 | Value: 3892101
Year: 2015 | Value: 3960035
Year: 2016 | Value: 4029086
Year: 2017 | Value: 4098707
Year: 2018 | Value: 4167860
Year: 2019 | Value: 4234700
Year: 2020 | Value: 4293261
Year: 2021 | Value: 4345405
Year: 2022 | Value: 4400773
Year: 2023 | Value: 4458759
Year: 2024 | Value: 4515577
Remark: Panama
Remark: Population, total
