Entity: PST / SP.POP.TOTL
Year: 1960 | Value: 756359099
Year: 1961 | Value: 765442136
Year: 1962 | Value: 774678780
Year: 1963 | Value: 783736508
Year: 1964 | Value: 792735136
Year: 1965 | Value: 801451274
Year: 1966 | Value: 809623605
Year: 1967 | Value: 817437528
Year: 1968 | Value: 825029113
Year: 1969 | Value: 832633761
Year: 1970 | Value: 840190480
Year: 1971 | Value: 849553629
Year: 1972 | Value: 857513072
Year: 1973 | Value: 865015884
Year: 1974 | Value: 872247955
Year: 1975 | Value: 879088327
Year: 1976 | Value: 885244462
Year: 1977 | Value: 891301791
Year: 1978 | Value: 897398355
Year: 1979 | Value: 903773491
Year: 1980 | Value: 909919829
Year: 1981 | Value: 916024683
Year: 1982 | Value: 921558505
Year: 1983 | Value: 926768139
Year: 1984 | Value: 931624894
Year: 1985 | Value: 936480384
Year: 1986 | Value: 941566838
Year: 1987 | Value: 946817118
Year: 1988 | Value: 952284317
Year: 1989 | Value: 958176572
Year: 1990 | Value: 964371624
Year: 1991 | Value: 971291914
Year: 1992 | Value: 978087877
Year: 1993 | Value: 984398082
Year: 1994 | Value: 990028770
Year: 1995 | Value: 995338472
Year: 1996 | Value: 1000836719
Year: 1997 | Value: 1006102041
Year: 1998 | Value: 1011086034
Year: 1999 | Value: 1015990094
Year: 2000 | Value: 1021150563
Year: 2001 | Value: 1026105872
Year: 2002 | Value: 1031302538
Year: 2003 | Value: 1036498631
Year: 2004 | Value: 1041890752
Year: 2005 | Value: 1047140108
Year: 2006 | Value: 1052866351
Year: 2007 | Value: 1059147302
Year: 2008 | Value: 1065603711
Year: 2009 | Value: 1071118156
Year: 2010 | Value: 1076208648
Year: 2011 | Value: 1079468050
Year: 2012 | Value: 1084193277
Year: 2013 | Value: 1088424167
Year: 2014 | Value: 1093025476
Year: 2015 | Value: 1097890139
Year: 2016 | Value: 1102966925
Year: 2017 | Value: 1107161559
Year: 2018 | Value: 1111377470
Year: 2019 | Value: 1114898817
Year: 2020 | Value: 1117007476
Year: 2021 | Value: 1116582773
Year: 2022 | Value: 1117394729
Year: 2023 | Value: 1121315547
Year: 2024 | Value: 1128377826
Remark: Post-demographic dividend
Remark: Population, total
