Entity: FJI / SP.POP.TOTL
Year: 1960 | Value: 404887
Year: 1961 | Value: 417406
Year: 1962 | Value: 430536
Year: 1963 | Value: 444276
Year: 1964 | Value: 458324
Year: 1965 | Value: 472575
Year: 1966 | Value: 486487
Year: 1967 | Value: 498873
Year: 1968 | Value: 510002
Year: 1969 | Value: 520797
Year: 1970 | Value: 531188
Year: 1971 | Value: 541121
Year: 1972 | Value: 550499
Year: 1973 | Value: 559222
Year: 1974 | Value: 567489
Year: 1975 | Value: 575906
Year: 1976 | Value: 585534
Year: 1977 | Value: 597805
Year: 1978 | Value: 612091
Year: 1979 | Value: 626862
Year: 1980 | Value: 641975
Year: 1981 | Value: 657471
Year: 1982 | Value: 673414
Year: 1983 | Value: 689835
Year: 1984 | Value: 706716
Year: 1985 | Value: 723761
Year: 1986 | Value: 739306
Year: 1987 | Value: 750540
Year: 1988 | Value: 758697
Year: 1989 | Value: 766321
Year: 1990 | Value: 773316
Year: 1991 | Value: 779656
Year: 1992 | Value: 785346
Year: 1993 | Value: 790369
Year: 1994 | Value: 794771
Year: 1995 | Value: 798746
Year: 1996 | Value: 803789
Year: 1997 | Value: 812139
Year: 1998 | Value: 822258
Year: 1999 | Value: 831828
Year: 2000 | Value: 840909
Year: 2001 | Value: 849596
Year: 2002 | Value: 858049
Year: 2003 | Value: 866286
Year: 2004 | Value: 874366
Year: 2005 | Value: 882379
Year: 2006 | Value: 890365
Year: 2007 | Value: 897832
Year: 2008 | Value: 903399
Year: 2009 | Value: 907239
Year: 2010 | Value: 910419
Year: 2011 | Value: 912989
Year: 2012 | Value: 914918
Year: 2013 | Value: 916352
Year: 2014 | Value: 917585
Year: 2015 | Value: 918578
Year: 2016 | Value: 919166
Year: 2017 | Value: 918759
Year: 2018 | Value: 917180
Year: 2019 | Value: 914899
Year: 2020 | Value: 914963
Year: 2021 | Value: 916711
Year: 2022 | Value: 919422
Year: 2023 | Value: 924145
Year: 2024 | Value: 928784
Remark: Fiji
Remark: Population, total
