Entity: WSM / SP.POP.TOTL
Year: 1960 | Value: 112490
Year: 1961 | Value: 115496
Year: 1962 | Value: 118597
Year: 1963 | Value: 121764
Year: 1964 | Value: 124894
Year: 1965 | Value: 127978
Year: 1966 | Value: 131073
Year: 1967 | Value: 133764
Year: 1968 | Value: 136020
Year: 1969 | Value: 138233
Year: 1970 | Value: 140400
Year: 1971 | Value: 142503
Year: 1972 | Value: 144538
Year: 1973 | Value: 146516
Year: 1974 | Value: 149431
Year: 1975 | Value: 153344
Year: 1976 | Value: 157113
Year: 1977 | Value: 159753
Year: 1978 | Value: 161375
Year: 1979 | Value: 162882
Year: 1980 | Value: 164322
Year: 1981 | Value: 165678
Year: 1982 | Value: 166484
Year: 1983 | Value: 166714
Year: 1984 | Value: 166796
Year: 1985 | Value: 166849
Year: 1986 | Value: 167061
Year: 1987 | Value: 167661
Year: 1988 | Value: 168346
Year: 1989 | Value: 168768
Year: 1990 | Value: 169042
Year: 1991 | Value: 169368
Year: 1992 | Value: 170331
Year: 1993 | Value: 171774
Year: 1994 | Value: 173159
Year: 1995 | Value: 174571
Year: 1996 | Value: 176071
Year: 1997 | Value: 177547
Year: 1998 | Value: 178905
Year: 1999 | Value: 180275
Year: 2000 | Value: 181685
Year: 2001 | Value: 183166
Year: 2002 | Value: 184471
Year: 2003 | Value: 185430
Year: 2004 | Value: 186249
Year: 2005 | Value: 186978
Year: 2006 | Value: 187709
Year: 2007 | Value: 188753
Year: 2008 | Value: 190107
Year: 2009 | Value: 191513
Year: 2010 | Value: 193023
Year: 2011 | Value: 194713
Year: 2012 | Value: 196498
Year: 2013 | Value: 198268
Year: 2014 | Value: 200037
Year: 2015 | Value: 201782
Year: 2016 | Value: 203499
Year: 2017 | Value: 205415
Year: 2018 | Value: 207582
Year: 2019 | Value: 209780
Year: 2020 | Value: 211944
Year: 2021 | Value: 213779
Year: 2022 | Value: 215261
Year: 2023 | Value: 216663
Year: 2024 | Value: 218019
Remark: Samoa
Remark: Population, total
