Entity: GRL / SP.POP.TOTL
Year: 1960 | Value: 32500
Year: 1961 | Value: 33700
Year: 1962 | Value: 35000
Year: 1963 | Value: 36400
Year: 1964 | Value: 37600
Year: 1965 | Value: 39200
Year: 1966 | Value: 40500
Year: 1967 | Value: 41900
Year: 1968 | Value: 43400
Year: 1969 | Value: 44900
Year: 1970 | Value: 46400
Year: 1971 | Value: 47200
Year: 1972 | Value: 48300
Year: 1973 | Value: 49000
Year: 1974 | Value: 49500
Year: 1975 | Value: 49600
Year: 1976 | Value: 49700
Year: 1977 | Value: 49400
Year: 1978 | Value: 49200
Year: 1979 | Value: 49600
Year: 1980 | Value: 50200
Year: 1981 | Value: 51000
Year: 1982 | Value: 51500
Year: 1983 | Value: 52100
Year: 1984 | Value: 52700
Year: 1985 | Value: 53200
Year: 1986 | Value: 53500
Year: 1987 | Value: 54100
Year: 1988 | Value: 54800
Year: 1989 | Value: 55300
Year: 1990 | Value: 55600
Year: 1991 | Value: 55500
Year: 1992 | Value: 55300
Year: 1993 | Value: 55200
Year: 1994 | Value: 55500
Year: 1995 | Value: 55800
Year: 1996 | Value: 55900
Year: 1997 | Value: 56000
Year: 1998 | Value: 56100
Year: 1999 | Value: 56100
Year: 2000 | Value: 56185
Year: 2001 | Value: 56379
Year: 2002 | Value: 56595
Year: 2003 | Value: 56751
Year: 2004 | Value: 56898
Year: 2005 | Value: 56935
Year: 2006 | Value: 56775
Year: 2007 | Value: 56555
Year: 2008 | Value: 56328
Year: 2009 | Value: 56323
Year: 2010 | Value: 56534
Year: 2011 | Value: 56890
Year: 2012 | Value: 56810
Year: 2013 | Value: 56483
Year: 2014 | Value: 56295
Year: 2015 | Value: 56114
Year: 2016 | Value: 56186
Year: 2017 | Value: 56172
Year: 2018 | Value: 56023
Year: 2019 | Value: 56225
Year: 2020 | Value: 56367
Year: 2021 | Value: 56653
Year: 2022 | Value: 56661
Year: 2023 | Value: 56865
Year: 2024 | Value: 56836
Remark: Greenland
Remark: Population, total
