Entity: IRQ / SP.POP.TOTL
Year: 1960 | Value: 7022052
Year: 1961 | Value: 7194553
Year: 1962 | Value: 7413875
Year: 1963 | Value: 7667928
Year: 1964 | Value: 7929566
Year: 1965 | Value: 8202140
Year: 1966 | Value: 8485104
Year: 1967 | Value: 8778869
Year: 1968 | Value: 9085016
Year: 1969 | Value: 9403356
Year: 1970 | Value: 9735611
Year: 1971 | Value: 10077809
Year: 1972 | Value: 10430164
Year: 1973 | Value: 10795869
Year: 1974 | Value: 11167761
Year: 1975 | Value: 11543639
Year: 1976 | Value: 11927651
Year: 1977 | Value: 12331046
Year: 1978 | Value: 12753355
Year: 1979 | Value: 13170365
Year: 1980 | Value: 13591992
Year: 1981 | Value: 14006381
Year: 1982 | Value: 14406083
Year: 1983 | Value: 14840555
Year: 1984 | Value: 15310733
Year: 1985 | Value: 15683430
Year: 1986 | Value: 16074145
Year: 1987 | Value: 16521049
Year: 1988 | Value: 16908819
Year: 1989 | Value: 17364542
Year: 1990 | Value: 17581206
Year: 1991 | Value: 17767253
Year: 1992 | Value: 18300845
Year: 1993 | Value: 19201195
Year: 1994 | Value: 20139807
Year: 1995 | Value: 20825860
Year: 1996 | Value: 21501321
Year: 1997 | Value: 22176593
Year: 1998 | Value: 22884399
Year: 1999 | Value: 23636527
Year: 2000 | Value: 24424056
Year: 2001 | Value: 25197840
Year: 2002 | Value: 26006559
Year: 2003 | Value: 26802659
Year: 2004 | Value: 27577878
Year: 2005 | Value: 28407448
Year: 2006 | Value: 28616515
Year: 2007 | Value: 28391607
Year: 2008 | Value: 28971036
Year: 2009 | Value: 30058206
Year: 2010 | Value: 31045366
Year: 2011 | Value: 32161424
Year: 2012 | Value: 33654842
Year: 2013 | Value: 35281989
Year: 2014 | Value: 36550059
Year: 2015 | Value: 37560535
Year: 2016 | Value: 38469627
Year: 2017 | Value: 39337353
Year: 2018 | Value: 40265624
Year: 2019 | Value: 41192171
Year: 2020 | Value: 42116605
Year: 2021 | Value: 43071211
Year: 2022 | Value: 44070551
Year: 2023 | Value: 45074049
Year: 2024 | Value: 46042015
Remark: Iraq
Remark: Population, total
