Entity: BRA / SP.POP.TOTL
Year: 1960 | Value: 72388126
Year: 1961 | Value: 74605447
Year: 1962 | Value: 76865323
Year: 1963 | Value: 79164235
Year: 1964 | Value: 81488595
Year: 1965 | Value: 83817583
Year: 1966 | Value: 86139359
Year: 1967 | Value: 88446124
Year: 1968 | Value: 90741240
Year: 1969 | Value: 93045777
Year: 1970 | Value: 95375651
Year: 1971 | Value: 97739273
Year: 1972 | Value: 100146797
Year: 1973 | Value: 102600976
Year: 1974 | Value: 105089675
Year: 1975 | Value: 107619565
Year: 1976 | Value: 110213349
Year: 1977 | Value: 112875292
Year: 1978 | Value: 115600942
Year: 1979 | Value: 118380821
Year: 1980 | Value: 121207461
Year: 1981 | Value: 124063109
Year: 1982 | Value: 126923155
Year: 1983 | Value: 129790077
Year: 1984 | Value: 132658864
Year: 1985 | Value: 135515595
Year: 1986 | Value: 138336370
Year: 1987 | Value: 141104944
Year: 1988 | Value: 143826357
Year: 1989 | Value: 146502972
Year: 1990 | Value: 149143223
Year: 1991 | Value: 151724256
Year: 1992 | Value: 154275079
Year: 1993 | Value: 156794577
Year: 1994 | Value: 159265006
Year: 1995 | Value: 161735073
Year: 1996 | Value: 164202549
Year: 1997 | Value: 166661659
Year: 1998 | Value: 169159655
Year: 1999 | Value: 171641543
Year: 2000 | Value: 174018282
Year: 2001 | Value: 176301203
Year: 2002 | Value: 178503484
Year: 2003 | Value: 180622688
Year: 2004 | Value: 182675143
Year: 2005 | Value: 184688101
Year: 2006 | Value: 186653106
Year: 2007 | Value: 188552320
Year: 2008 | Value: 190367302
Year: 2009 | Value: 192079951
Year: 2010 | Value: 193701929
Year: 2011 | Value: 195284734
Year: 2012 | Value: 196876111
Year: 2013 | Value: 198478299
Year: 2014 | Value: 200085127
Year: 2015 | Value: 201675532
Year: 2016 | Value: 203218114
Year: 2017 | Value: 204703445
Year: 2018 | Value: 206107261
Year: 2019 | Value: 207455459
Year: 2020 | Value: 208660842
Year: 2021 | Value: 209550294
Year: 2022 | Value: 210306415
Year: 2023 | Value: 211140729
Year: 2024 | Value: 211998573
Remark: Brazil
Remark: Population, total
