Entity: KOR / SP.POP.TOTL
Year: 1960 | Value: 25012374
Year: 1961 | Value: 25765673
Year: 1962 | Value: 26513030
Year: 1963 | Value: 27261747
Year: 1964 | Value: 27984155
Year: 1965 | Value: 28704674
Year: 1966 | Value: 29435571
Year: 1967 | Value: 30130983
Year: 1968 | Value: 30838302
Year: 1969 | Value: 31544266
Year: 1970 | Value: 32240827
Year: 1971 | Value: 32882704
Year: 1972 | Value: 33505406
Year: 1973 | Value: 34103149
Year: 1974 | Value: 34692266
Year: 1975 | Value: 35280725
Year: 1976 | Value: 35848523
Year: 1977 | Value: 36411795
Year: 1978 | Value: 36969185
Year: 1979 | Value: 37534236
Year: 1980 | Value: 38123775
Year: 1981 | Value: 38723248
Year: 1982 | Value: 39326352
Year: 1983 | Value: 39910403
Year: 1984 | Value: 40405956
Year: 1985 | Value: 40805744
Year: 1986 | Value: 41213674
Year: 1987 | Value: 41621690
Year: 1988 | Value: 42031247
Year: 1989 | Value: 42449038
Year: 1990 | Value: 42869283
Year: 1991 | Value: 43295704
Year: 1992 | Value: 43747962
Year: 1993 | Value: 44194628
Year: 1994 | Value: 44641540
Year: 1995 | Value: 45092991
Year: 1996 | Value: 45524681
Year: 1997 | Value: 45953580
Year: 1998 | Value: 46286503
Year: 1999 | Value: 46616677
Year: 2000 | Value: 47008111
Year: 2001 | Value: 47370164
Year: 2002 | Value: 47644736
Year: 2003 | Value: 47892330
Year: 2004 | Value: 48082519
Year: 2005 | Value: 48184561
Year: 2006 | Value: 48438292
Year: 2007 | Value: 48683638
Year: 2008 | Value: 49054708
Year: 2009 | Value: 49307835
Year: 2010 | Value: 49554112
Year: 2011 | Value: 49936638
Year: 2012 | Value: 50199853
Year: 2013 | Value: 50428893
Year: 2014 | Value: 50746659
Year: 2015 | Value: 51014947
Year: 2016 | Value: 51217803
Year: 2017 | Value: 51361911
Year: 2018 | Value: 51585058
Year: 2019 | Value: 51764822
Year: 2020 | Value: 51836239
Year: 2021 | Value: 51769539
Year: 2022 | Value: 51672569
Year: 2023 | Value: 51712619
Year: 2024 | Value: 51751065
Remark: Korea, Rep.
Remark: Population, total
