Entity: GTM / SP.POP.TOTL
Year: 1960 | Value: 4063655
Year: 1961 | Value: 4186201
Year: 1962 | Value: 4312044
Year: 1963 | Value: 4440264
Year: 1964 | Value: 4571109
Year: 1965 | Value: 4704965
Year: 1966 | Value: 4840958
Year: 1967 | Value: 4978862
Year: 1968 | Value: 5118111
Year: 1969 | Value: 5257081
Year: 1970 | Value: 5396966
Year: 1971 | Value: 5538355
Year: 1972 | Value: 5682833
Year: 1973 | Value: 5831631
Year: 1974 | Value: 5981197
Year: 1975 | Value: 6128731
Year: 1976 | Value: 6262404
Year: 1977 | Value: 6401515
Year: 1978 | Value: 6561534
Year: 1979 | Value: 6727797
Year: 1980 | Value: 6900212
Year: 1981 | Value: 7075648
Year: 1982 | Value: 7240241
Year: 1983 | Value: 7419642
Year: 1984 | Value: 7630682
Year: 1985 | Value: 7849693
Year: 1986 | Value: 8070818
Year: 1987 | Value: 8296485
Year: 1988 | Value: 8532099
Year: 1989 | Value: 8775546
Year: 1990 | Value: 9024773
Year: 1991 | Value: 9272584
Year: 1992 | Value: 9522266
Year: 1993 | Value: 9779761
Year: 1994 | Value: 10043718
Year: 1995 | Value: 10312996
Year: 1996 | Value: 10583526
Year: 1997 | Value: 10857754
Year: 1998 | Value: 11139145
Year: 1999 | Value: 11422965
Year: 2000 | Value: 11697592
Year: 2001 | Value: 11969422
Year: 2002 | Value: 12246915
Year: 2003 | Value: 12525842
Year: 2004 | Value: 12807402
Year: 2005 | Value: 13087629
Year: 2006 | Value: 13367459
Year: 2007 | Value: 13652040
Year: 2008 | Value: 13935174
Year: 2009 | Value: 14215611
Year: 2010 | Value: 14500112
Year: 2011 | Value: 14792126
Year: 2012 | Value: 15089647
Year: 2013 | Value: 15387337
Year: 2014 | Value: 15681725
Year: 2015 | Value: 15971743
Year: 2016 | Value: 16268760
Year: 2017 | Value: 16567357
Year: 2018 | Value: 16845685
Year: 2019 | Value: 17103803
Year: 2020 | Value: 17357325
Year: 2021 | Value: 17598650
Year: 2022 | Value: 17847877
Year: 2023 | Value: 18124838
Year: 2024 | Value: 18406359
Remark: Guatemala
Remark: Population, total
