Entity: RUS / SP.POP.TOTL
Year: 1960 | Value: 119897000
Year: 1961 | Value: 121236000
Year: 1962 | Value: 122591000
Year: 1963 | Value: 123960000
Year: 1964 | Value: 125345000
Year: 1965 | Value: 126745000
Year: 1966 | Value: 127468000
Year: 1967 | Value: 128196000
Year: 1968 | Value: 128928000
Year: 1969 | Value: 129664000
Year: 1970 | Value: 130404000
Year: 1971 | Value: 131155000
Year: 1972 | Value: 131909000
Year: 1973 | Value: 132669000
Year: 1974 | Value: 133432000
Year: 1975 | Value: 134200000
Year: 1976 | Value: 135147000
Year: 1977 | Value: 136100000
Year: 1978 | Value: 137060000
Year: 1979 | Value: 138027000
Year: 1980 | Value: 139010000
Year: 1981 | Value: 139941000
Year: 1982 | Value: 140823000
Year: 1983 | Value: 141668000
Year: 1984 | Value: 142745000
Year: 1985 | Value: 143858000
Year: 1986 | Value: 144894000
Year: 1987 | Value: 145908000
Year: 1988 | Value: 146857000
Year: 1989 | Value: 147721000
Year: 1990 | Value: 147969406
Year: 1991 | Value: 148394216
Year: 1992 | Value: 148538197
Year: 1993 | Value: 148458777
Year: 1994 | Value: 148407912
Year: 1995 | Value: 148375787
Year: 1996 | Value: 148160129
Year: 1997 | Value: 147915361
Year: 1998 | Value: 147670784
Year: 1999 | Value: 147214776
Year: 2000 | Value: 146596869
Year: 2001 | Value: 145976482
Year: 2002 | Value: 145306497
Year: 2003 | Value: 144648618
Year: 2004 | Value: 144067316
Year: 2005 | Value: 143518814
Year: 2006 | Value: 143049637
Year: 2007 | Value: 142805114
Year: 2008 | Value: 142742366
Year: 2009 | Value: 142785348
Year: 2010 | Value: 142849468
Year: 2011 | Value: 143018195
Year: 2012 | Value: 143378447
Year: 2013 | Value: 143805638
Year: 2014 | Value: 144237223
Year: 2015 | Value: 144640716
Year: 2016 | Value: 145015460
Year: 2017 | Value: 145293260
Year: 2018 | Value: 145398106
Year: 2019 | Value: 145453291
Year: 2020 | Value: 145245148
Year: 2021 | Value: 144746762
Year: 2022 | Value: 144236933
Year: 2023 | Value: 143826130
Year: 2024 | Value: 143533851
Remark: Russian Federation
Remark: Population, total
