Entity: KGZ / SP.POP.TOTL
Year: 1960 | Value: 2172300
Year: 1961 | Value: 2255900
Year: 1962 | Value: 2333400
Year: 1963 | Value: 2413700
Year: 1964 | Value: 2495300
Year: 1965 | Value: 2573300
Year: 1966 | Value: 2655300
Year: 1967 | Value: 2736500
Year: 1968 | Value: 2818300
Year: 1969 | Value: 2894800
Year: 1970 | Value: 2959900
Year: 1971 | Value: 3022300
Year: 1972 | Value: 3088200
Year: 1973 | Value: 3153800
Year: 1974 | Value: 3223900
Year: 1975 | Value: 3292400
Year: 1976 | Value: 3358700
Year: 1977 | Value: 3423900
Year: 1978 | Value: 3487100
Year: 1979 | Value: 3552000
Year: 1980 | Value: 3617400
Year: 1981 | Value: 3685800
Year: 1982 | Value: 3759300
Year: 1983 | Value: 3838300
Year: 1984 | Value: 3916400
Year: 1985 | Value: 3990300
Year: 1986 | Value: 4066500
Year: 1987 | Value: 4144600
Year: 1988 | Value: 4218400
Year: 1989 | Value: 4307500
Year: 1990 | Value: 4391236
Year: 1991 | Value: 4463634
Year: 1992 | Value: 4515400
Year: 1993 | Value: 4516777
Year: 1994 | Value: 4515069
Year: 1995 | Value: 4560454
Year: 1996 | Value: 4628438
Year: 1997 | Value: 4696421
Year: 1998 | Value: 4769015
Year: 1999 | Value: 4840422
Year: 2000 | Value: 4898362
Year: 2001 | Value: 4945073
Year: 2002 | Value: 4990704
Year: 2003 | Value: 5043308
Year: 2004 | Value: 5104713
Year: 2005 | Value: 5162640
Year: 2006 | Value: 5218373
Year: 2007 | Value: 5268385
Year: 2008 | Value: 5318729
Year: 2009 | Value: 5389643
Year: 2010 | Value: 5467059
Year: 2011 | Value: 5546587
Year: 2012 | Value: 5652076
Year: 2013 | Value: 5777150
Year: 2014 | Value: 5905848
Year: 2015 | Value: 6040036
Year: 2016 | Value: 6175338
Year: 2017 | Value: 6306696
Year: 2018 | Value: 6444079
Year: 2019 | Value: 6590211
Year: 2020 | Value: 6726596
Year: 2021 | Value: 6851224
Year: 2022 | Value: 6975220
Year: 2023 | Value: 7099750
Year: 2024 | Value: 7221868
Remark: Kyrgyz Republic
Remark: Population, total
