Entity: MIC / SP.POP.TOTL
Year: 1960 | Value: 1968969477
Year: 1961 | Value: 1995507534
Year: 1962 | Value: 2035069774
Year: 1963 | Value: 2086651982
Year: 1964 | Value: 2138527555
Year: 1965 | Value: 2191141157
Year: 1966 | Value: 2247185714
Year: 1967 | Value: 2303228602
Year: 1968 | Value: 2360912065
Year: 1969 | Value: 2420749411
Year: 1970 | Value: 2482153349
Year: 1971 | Value: 2544074050
Year: 1972 | Value: 2605093564
Year: 1973 | Value: 2666982084
Year: 1974 | Value: 2728455818
Year: 1975 | Value: 2788694766
Year: 1976 | Value: 2848095176
Year: 1977 | Value: 2907099421
Year: 1978 | Value: 2966786263
Year: 1979 | Value: 3028044659
Year: 1980 | Value: 3091485829
Year: 1981 | Value: 3157264507
Year: 1982 | Value: 3225816449
Year: 1983 | Value: 3294712711
Year: 1984 | Value: 3363350352
Year: 1985 | Value: 3433380482
Year: 1986 | Value: 3505495513
Year: 1987 | Value: 3579488782
Year: 1988 | Value: 3653960889
Year: 1989 | Value: 3728139137
Year: 1990 | Value: 3804281569
Year: 1991 | Value: 3876917760
Year: 1992 | Value: 3947406975
Year: 1993 | Value: 4016605020
Year: 1994 | Value: 4085142527
Year: 1995 | Value: 4153549029
Year: 1996 | Value: 4221979035
Year: 1997 | Value: 4290382932
Year: 1998 | Value: 4358459090
Year: 1999 | Value: 4425269853
Year: 2000 | Value: 4491582042
Year: 2001 | Value: 4557281954
Year: 2002 | Value: 4620891319
Year: 2003 | Value: 4683580056
Year: 2004 | Value: 4746877931
Year: 2005 | Value: 4809774178
Year: 2006 | Value: 4872116354
Year: 2007 | Value: 4933710362
Year: 2008 | Value: 4996382425
Year: 2009 | Value: 5059811744
Year: 2010 | Value: 5123741911
Year: 2011 | Value: 5188568435
Year: 2012 | Value: 5255495302
Year: 2013 | Value: 5322303622
Year: 2014 | Value: 5388731311
Year: 2015 | Value: 5452914477
Year: 2016 | Value: 5515962374
Year: 2017 | Value: 5579081195
Year: 2018 | Value: 5640136670
Year: 2019 | Value: 5698581856
Year: 2020 | Value: 5753270728
Year: 2021 | Value: 5802247321
Year: 2022 | Value: 5846464711
Year: 2023 | Value: 5891100497
Year: 2024 | Value: 5938893610
Remark: Middle income
Remark: Population, total
