Entity: TSA / SP.POP.TOTL
Year: 1960 | Value: 507919318
Year: 1961 | Value: 520416897
Year: 1962 | Value: 533162544
Year: 1963 | Value: 546111213
Year: 1964 | Value: 559361410
Year: 1965 | Value: 572498343
Year: 1966 | Value: 585381018
Year: 1967 | Value: 598618725
Year: 1968 | Value: 612171905
Year: 1969 | Value: 625773349
Year: 1970 | Value: 640078209
Year: 1971 | Value: 654081362
Year: 1972 | Value: 668383197
Year: 1973 | Value: 684000704
Year: 1974 | Value: 700247383
Year: 1975 | Value: 717092514
Year: 1976 | Value: 734217635
Year: 1977 | Value: 751760482
Year: 1978 | Value: 769329109
Year: 1979 | Value: 787440583
Year: 1980 | Value: 806369775
Year: 1981 | Value: 825638560
Year: 1982 | Value: 845349352
Year: 1983 | Value: 865442337
Year: 1984 | Value: 885894499
Year: 1985 | Value: 906622025
Year: 1986 | Value: 927646189
Year: 1987 | Value: 948802143
Year: 1988 | Value: 970044151
Year: 1989 | Value: 991571016
Year: 1990 | Value: 1013297018
Year: 1991 | Value: 1035058149
Year: 1992 | Value: 1057074570
Year: 1993 | Value: 1079256381
Year: 1994 | Value: 1101305517
Year: 1995 | Value: 1123515559
Year: 1996 | Value: 1145998648
Year: 1997 | Value: 1168625898
Year: 1998 | Value: 1191405930
Year: 1999 | Value: 1214263809
Year: 2000 | Value: 1237185482
Year: 2001 | Value: 1260149056
Year: 2002 | Value: 1282584796
Year: 2003 | Value: 1304347790
Year: 2004 | Value: 1325950587
Year: 2005 | Value: 1346886384
Year: 2006 | Value: 1367187349
Year: 2007 | Value: 1386949456
Year: 2008 | Value: 1406047164
Year: 2009 | Value: 1425370200
Year: 2010 | Value: 1444967010
Year: 2011 | Value: 1464372623
Year: 2012 | Value: 1483553073
Year: 2013 | Value: 1501661991
Year: 2014 | Value: 1519839246
Year: 2015 | Value: 1537370078
Year: 2016 | Value: 1555111864
Year: 2017 | Value: 1572520427
Year: 2018 | Value: 1589164714
Year: 2019 | Value: 1605412986
Year: 2020 | Value: 1621073417
Year: 2021 | Value: 1634785356
Year: 2022 | Value: 1648009565
Year: 2023 | Value: 1662580579
Year: 2024 | Value: 1677384532
Remark: South Asia (IDA & IBRD)
Remark: Population, total
