Entity: HKG / SP.POP.TOTL
Year: 1960 | Value: 3094840
Year: 1961 | Value: 3168100
Year: 1962 | Value: 3305200
Year: 1963 | Value: 3420900
Year: 1964 | Value: 3504600
Year: 1965 | Value: 3597900
Year: 1966 | Value: 3629900
Year: 1967 | Value: 3722800
Year: 1968 | Value: 3802700
Year: 1969 | Value: 3863900
Year: 1970 | Value: 3959000
Year: 1971 | Value: 4045300
Year: 1972 | Value: 4123600
Year: 1973 | Value: 4241600
Year: 1974 | Value: 4377800
Year: 1975 | Value: 4461600
Year: 1976 | Value: 4518000
Year: 1977 | Value: 4583700
Year: 1978 | Value: 4667500
Year: 1979 | Value: 4929700
Year: 1980 | Value: 5063100
Year: 1981 | Value: 5183400
Year: 1982 | Value: 5264500
Year: 1983 | Value: 5345100
Year: 1984 | Value: 5397900
Year: 1985 | Value: 5456200
Year: 1986 | Value: 5524600
Year: 1987 | Value: 5580500
Year: 1988 | Value: 5627600
Year: 1989 | Value: 5686200
Year: 1990 | Value: 5704500
Year: 1991 | Value: 5752000
Year: 1992 | Value: 5800500
Year: 1993 | Value: 5901000
Year: 1994 | Value: 6035400
Year: 1995 | Value: 6156100
Year: 1996 | Value: 6435500
Year: 1997 | Value: 6489300
Year: 1998 | Value: 6543700
Year: 1999 | Value: 6606500
Year: 2000 | Value: 6665000
Year: 2001 | Value: 6714300
Year: 2002 | Value: 6744100
Year: 2003 | Value: 6730800
Year: 2004 | Value: 6783500
Year: 2005 | Value: 6813200
Year: 2006 | Value: 6857100
Year: 2007 | Value: 6916300
Year: 2008 | Value: 6957800
Year: 2009 | Value: 6972800
Year: 2010 | Value: 7024200
Year: 2011 | Value: 7071600
Year: 2012 | Value: 7150100
Year: 2013 | Value: 7178900
Year: 2014 | Value: 7229500
Year: 2015 | Value: 7291300
Year: 2016 | Value: 7336600
Year: 2017 | Value: 7393200
Year: 2018 | Value: 7452600
Year: 2019 | Value: 7507900
Year: 2020 | Value: 7481000
Year: 2021 | Value: 7413100
Year: 2022 | Value: 7346100
Year: 2023 | Value: 7536100
Year: 2024 | Value: 7524100
Remark: Hong Kong SAR, China
Remark: Population, total
