Entity: TTO / SP.POP.TOTL
Year: 1960 | Value: 844943
Year: 1961 | Value: 863144
Year: 1962 | Value: 880194
Year: 1963 | Value: 896804
Year: 1964 | Value: 912963
Year: 1965 | Value: 928425
Year: 1966 | Value: 942937
Year: 1967 | Value: 956418
Year: 1968 | Value: 969006
Year: 1969 | Value: 980706
Year: 1970 | Value: 991471
Year: 1971 | Value: 1002585
Year: 1972 | Value: 1014921
Year: 1973 | Value: 1027851
Year: 1974 | Value: 1040761
Year: 1975 | Value: 1053469
Year: 1976 | Value: 1066311
Year: 1977 | Value: 1079554
Year: 1978 | Value: 1093380
Year: 1979 | Value: 1107639
Year: 1980 | Value: 1121744
Year: 1981 | Value: 1135132
Year: 1982 | Value: 1147927
Year: 1983 | Value: 1160534
Year: 1984 | Value: 1172984
Year: 1985 | Value: 1187366
Year: 1986 | Value: 1203124
Year: 1987 | Value: 1217364
Year: 1988 | Value: 1230069
Year: 1989 | Value: 1241600
Year: 1990 | Value: 1252208
Year: 1991 | Value: 1262171
Year: 1992 | Value: 1271674
Year: 1993 | Value: 1280466
Year: 1994 | Value: 1288341
Year: 1995 | Value: 1295169
Year: 1996 | Value: 1300928
Year: 1997 | Value: 1305836
Year: 1998 | Value: 1310225
Year: 1999 | Value: 1314708
Year: 2000 | Value: 1319774
Year: 2001 | Value: 1325567
Year: 2002 | Value: 1332011
Year: 2003 | Value: 1338709
Year: 2004 | Value: 1345380
Year: 2005 | Value: 1294494
Year: 2006 | Value: 1297944
Year: 2007 | Value: 1303188
Year: 2008 | Value: 1308587
Year: 2009 | Value: 1310106
Year: 2010 | Value: 1317714
Year: 2011 | Value: 1328019
Year: 2012 | Value: 1335194
Year: 2013 | Value: 1340557
Year: 2014 | Value: 1345343
Year: 2015 | Value: 1349667
Year: 2016 | Value: 1353895
Year: 2017 | Value: 1356633
Year: 2018 | Value: 1359193
Year: 2019 | Value: 1363985
Year: 2020 | Value: 1366725
Year: 2021 | Value: 1367558
Year: 2022 | Value: 1365805
Year: 2023 | Value: 1367510
Year: 2024 | Value: 1368333
Remark: Trinidad and Tobago
Remark: Population, total
