Entity: CPV / SP.POP.TOTL
Year: 1960 | Value: 210024
Year: 1961 | Value: 215087
Year: 1962 | Value: 221919
Year: 1963 | Value: 229373
Year: 1964 | Value: 237006
Year: 1965 | Value: 244856
Year: 1966 | Value: 252976
Year: 1967 | Value: 261404
Year: 1968 | Value: 270164
Year: 1969 | Value: 279248
Year: 1970 | Value: 287885
Year: 1971 | Value: 294046
Year: 1972 | Value: 297386
Year: 1973 | Value: 299881
Year: 1974 | Value: 302570
Year: 1975 | Value: 305847
Year: 1976 | Value: 309455
Year: 1977 | Value: 312834
Year: 1978 | Value: 316147
Year: 1979 | Value: 319480
Year: 1980 | Value: 323301
Year: 1981 | Value: 327846
Year: 1982 | Value: 332724
Year: 1983 | Value: 337654
Year: 1984 | Value: 342505
Year: 1985 | Value: 347365
Year: 1986 | Value: 352312
Year: 1987 | Value: 357302
Year: 1988 | Value: 362329
Year: 1989 | Value: 367803
Year: 1990 | Value: 375428
Year: 1991 | Value: 384586
Year: 1992 | Value: 393415
Year: 1993 | Value: 401965
Year: 1994 | Value: 410228
Year: 1995 | Value: 418104
Year: 1996 | Value: 425581
Year: 1997 | Value: 432798
Year: 1998 | Value: 439784
Year: 1999 | Value: 446519
Year: 2000 | Value: 453317
Year: 2001 | Value: 460293
Year: 2002 | Value: 467046
Year: 2003 | Value: 473383
Year: 2004 | Value: 479370
Year: 2005 | Value: 485115
Year: 2006 | Value: 490728
Year: 2007 | Value: 496190
Year: 2008 | Value: 501355
Year: 2009 | Value: 506141
Year: 2010 | Value: 509784
Year: 2011 | Value: 511447
Year: 2012 | Value: 511955
Year: 2013 | Value: 512225
Year: 2014 | Value: 512326
Year: 2015 | Value: 512394
Year: 2016 | Value: 512554
Year: 2017 | Value: 512893
Year: 2018 | Value: 513415
Year: 2019 | Value: 514104
Year: 2020 | Value: 514679
Year: 2021 | Value: 516649
Year: 2022 | Value: 519741
Year: 2023 | Value: 522331
Year: 2024 | Value: 524877
Remark: Cabo Verde
Remark: Population, total
