Entity: SOM / SP.POP.TOTL
Year: 1960 | Value: 2876331
Year: 1961 | Value: 2952054
Year: 1962 | Value: 3030091
Year: 1963 | Value: 3110361
Year: 1964 | Value: 3192796
Year: 1965 | Value: 3277874
Year: 1966 | Value: 3365106
Year: 1967 | Value: 3454537
Year: 1968 | Value: 3546590
Year: 1969 | Value: 3641015
Year: 1970 | Value: 3738448
Year: 1971 | Value: 3837691
Year: 1972 | Value: 3939436
Year: 1973 | Value: 4045592
Year: 1974 | Value: 4151842
Year: 1975 | Value: 4257535
Year: 1976 | Value: 4365812
Year: 1977 | Value: 4484050
Year: 1978 | Value: 4814892
Year: 1979 | Value: 5449117
Year: 1980 | Value: 5936154
Year: 1981 | Value: 5982849
Year: 1982 | Value: 6003840
Year: 1983 | Value: 6198430
Year: 1984 | Value: 6428389
Year: 1985 | Value: 6693289
Year: 1986 | Value: 6974788
Year: 1987 | Value: 7228302
Year: 1988 | Value: 7235360
Year: 1989 | Value: 7114817
Year: 1990 | Value: 7082811
Year: 1991 | Value: 6813760
Year: 1992 | Value: 6495107
Year: 1993 | Value: 6681399
Year: 1994 | Value: 7026797
Year: 1995 | Value: 7285007
Year: 1996 | Value: 7554474
Year: 1997 | Value: 7824525
Year: 1998 | Value: 8155417
Year: 1999 | Value: 8492059
Year: 2000 | Value: 8838713
Year: 2001 | Value: 9198493
Year: 2002 | Value: 9550063
Year: 2003 | Value: 9909157
Year: 2004 | Value: 10280998
Year: 2005 | Value: 10644228
Year: 2006 | Value: 10975502
Year: 2007 | Value: 11322582
Year: 2008 | Value: 11663084
Year: 2009 | Value: 11961201
Year: 2010 | Value: 12261756
Year: 2011 | Value: 12348830
Year: 2012 | Value: 12461160
Year: 2013 | Value: 12869594
Year: 2014 | Value: 13339491
Year: 2015 | Value: 13806963
Year: 2016 | Value: 14348740
Year: 2017 | Value: 14916629
Year: 2018 | Value: 15452487
Year: 2019 | Value: 16030971
Year: 2020 | Value: 16651191
Year: 2021 | Value: 17271431
Year: 2022 | Value: 17801897
Year: 2023 | Value: 18358615
Year: 2024 | Value: 19009151
Remark: Somalia, Fed. Rep.
Remark: Population, total
