Entity: LSO / SP.POP.TOTL
Year: 1960 | Value: 736500
Year: 1961 | Value: 758824
Year: 1962 | Value: 781814
Year: 1963 | Value: 805373
Year: 1964 | Value: 829437
Year: 1965 | Value: 854090
Year: 1966 | Value: 881870
Year: 1967 | Value: 913982
Year: 1968 | Value: 948105
Year: 1969 | Value: 983202
Year: 1970 | Value: 1019273
Year: 1971 | Value: 1056246
Year: 1972 | Value: 1094063
Year: 1973 | Value: 1132697
Year: 1974 | Value: 1172420
Year: 1975 | Value: 1213643
Year: 1976 | Value: 1253214
Year: 1977 | Value: 1289967
Year: 1978 | Value: 1327240
Year: 1979 | Value: 1366169
Year: 1980 | Value: 1406521
Year: 1981 | Value: 1448069
Year: 1982 | Value: 1490732
Year: 1983 | Value: 1534413
Year: 1984 | Value: 1578986
Year: 1985 | Value: 1624379
Year: 1986 | Value: 1666138
Year: 1987 | Value: 1703390
Year: 1988 | Value: 1739841
Year: 1989 | Value: 1775436
Year: 1990 | Value: 1809696
Year: 1991 | Value: 1842379
Year: 1992 | Value: 1873274
Year: 1993 | Value: 1901793
Year: 1994 | Value: 1927707
Year: 1995 | Value: 1951437
Year: 1996 | Value: 1972418
Year: 1997 | Value: 1988130
Year: 1998 | Value: 1998049
Year: 1999 | Value: 2003234
Year: 2000 | Value: 2003913
Year: 2001 | Value: 2000853
Year: 2002 | Value: 1994679
Year: 2003 | Value: 1985059
Year: 2004 | Value: 1971129
Year: 2005 | Value: 1953076
Year: 2006 | Value: 1945063
Year: 2007 | Value: 1953268
Year: 2008 | Value: 1966541
Year: 2009 | Value: 1980883
Year: 2010 | Value: 1996251
Year: 2011 | Value: 2014009
Year: 2012 | Value: 2034354
Year: 2013 | Value: 2056504
Year: 2014 | Value: 2080089
Year: 2015 | Value: 2104611
Year: 2016 | Value: 2130422
Year: 2017 | Value: 2157110
Year: 2018 | Value: 2183603
Year: 2019 | Value: 2209405
Year: 2020 | Value: 2235727
Year: 2021 | Value: 2261542
Year: 2022 | Value: 2286110
Year: 2023 | Value: 2311472
Year: 2024 | Value: 2337423
Remark: Lesotho
Remark: Population, total
