Entity: GUM / SP.POP.TOTL
Year: 1960 | Value: 69525
Year: 1961 | Value: 71311
Year: 1962 | Value: 73192
Year: 1963 | Value: 75095
Year: 1964 | Value: 77008
Year: 1965 | Value: 78932
Year: 1966 | Value: 80844
Year: 1967 | Value: 82719
Year: 1968 | Value: 84563
Year: 1969 | Value: 86404
Year: 1970 | Value: 88365
Year: 1971 | Value: 90466
Year: 1972 | Value: 92619
Year: 1973 | Value: 94781
Year: 1974 | Value: 96939
Year: 1975 | Value: 99057
Year: 1976 | Value: 101166
Year: 1977 | Value: 103298
Year: 1978 | Value: 105424
Year: 1979 | Value: 107636
Year: 1980 | Value: 110141
Year: 1981 | Value: 112902
Year: 1982 | Value: 115711
Year: 1983 | Value: 118508
Year: 1984 | Value: 121302
Year: 1985 | Value: 124117
Year: 1986 | Value: 126965
Year: 1987 | Value: 129858
Year: 1988 | Value: 132799
Year: 1989 | Value: 135799
Year: 1990 | Value: 138610
Year: 1991 | Value: 141073
Year: 1992 | Value: 143393
Year: 1993 | Value: 145654
Year: 1994 | Value: 147868
Year: 1995 | Value: 150054
Year: 1996 | Value: 152169
Year: 1997 | Value: 154215
Year: 1998 | Value: 156237
Year: 1999 | Value: 158289
Year: 2000 | Value: 160065
Year: 2001 | Value: 161329
Year: 2002 | Value: 162315
Year: 2003 | Value: 163137
Year: 2004 | Value: 163810
Year: 2005 | Value: 164365
Year: 2006 | Value: 164839
Year: 2007 | Value: 165267
Year: 2008 | Value: 165693
Year: 2009 | Value: 166173
Year: 2010 | Value: 166522
Year: 2011 | Value: 166543
Year: 2012 | Value: 166331
Year: 2013 | Value: 165966
Year: 2014 | Value: 165486
Year: 2015 | Value: 164905
Year: 2016 | Value: 164233
Year: 2017 | Value: 163490
Year: 2018 | Value: 162679
Year: 2019 | Value: 161808
Year: 2020 | Value: 162158
Year: 2021 | Value: 163730
Year: 2022 | Value: 165180
Year: 2023 | Value: 166506
Year: 2024 | Value: 167777
Remark: Guam
Remark: Population, total
