Entity: ECA / SP.POP.TOTL
Year: 1960 | Value: 128810451
Year: 1961 | Value: 131617926
Year: 1962 | Value: 134400419
Year: 1963 | Value: 137187829
Year: 1964 | Value: 139973968
Year: 1965 | Value: 142668572
Year: 1966 | Value: 145371529
Year: 1967 | Value: 148087983
Year: 1968 | Value: 150777578
Year: 1969 | Value: 153462746
Year: 1970 | Value: 155918823
Year: 1971 | Value: 158428591
Year: 1972 | Value: 161049046
Year: 1973 | Value: 163601189
Year: 1974 | Value: 166121814
Year: 1975 | Value: 168594458
Year: 1976 | Value: 171119860
Year: 1977 | Value: 173726978
Year: 1978 | Value: 176315643
Year: 1979 | Value: 178774505
Year: 1980 | Value: 181309432
Year: 1981 | Value: 183746315
Year: 1982 | Value: 186272610
Year: 1983 | Value: 188979984
Year: 1984 | Value: 191755370
Year: 1985 | Value: 194525195
Year: 1986 | Value: 197344981
Year: 1987 | Value: 200194022
Year: 1988 | Value: 202990335
Year: 1989 | Value: 205733205
Year: 1990 | Value: 208212866
Year: 1991 | Value: 210169114
Year: 1992 | Value: 212032319
Year: 1993 | Value: 213395945
Year: 1994 | Value: 214329901
Year: 1995 | Value: 215114964
Year: 1996 | Value: 216002100
Year: 1997 | Value: 216672059
Year: 1998 | Value: 217104725
Year: 1999 | Value: 217579952
Year: 2000 | Value: 218486598
Year: 2001 | Value: 219435056
Year: 2002 | Value: 220400259
Year: 2003 | Value: 221399692
Year: 2004 | Value: 222413290
Year: 2005 | Value: 223360135
Year: 2006 | Value: 224417513
Year: 2007 | Value: 225016072
Year: 2008 | Value: 226524480
Year: 2009 | Value: 228250911
Year: 2010 | Value: 230106440
Year: 2011 | Value: 231988438
Year: 2012 | Value: 233875199
Year: 2013 | Value: 235905150
Year: 2014 | Value: 237999321
Year: 2015 | Value: 240083379
Year: 2016 | Value: 242224182
Year: 2017 | Value: 244308649
Year: 2018 | Value: 246400484
Year: 2019 | Value: 248576676
Year: 2020 | Value: 250351240
Year: 2021 | Value: 251867727
Year: 2022 | Value: 250514347
Year: 2023 | Value: 248721385
Year: 2024 | Value: 250281521
Remark: Europe & Central Asia (excluding high income)
Remark: Population, total
