Entity: COM / SP.POP.TOTL
Year: 1960 | Value: 197700
Year: 1961 | Value: 201201
Year: 1962 | Value: 204702
Year: 1963 | Value: 208185
Year: 1964 | Value: 211644
Year: 1965 | Value: 214967
Year: 1966 | Value: 218663
Year: 1967 | Value: 223859
Year: 1968 | Value: 230244
Year: 1969 | Value: 237001
Year: 1970 | Value: 244185
Year: 1971 | Value: 251865
Year: 1972 | Value: 260077
Year: 1973 | Value: 268820
Year: 1974 | Value: 278075
Year: 1975 | Value: 287692
Year: 1976 | Value: 297538
Year: 1977 | Value: 307579
Year: 1978 | Value: 317688
Year: 1979 | Value: 327791
Year: 1980 | Value: 337721
Year: 1981 | Value: 347382
Year: 1982 | Value: 357139
Year: 1983 | Value: 367233
Year: 1984 | Value: 377637
Year: 1985 | Value: 388352
Year: 1986 | Value: 399318
Year: 1987 | Value: 410439
Year: 1988 | Value: 421687
Year: 1989 | Value: 433103
Year: 1990 | Value: 444596
Year: 1991 | Value: 455556
Year: 1992 | Value: 465113
Year: 1993 | Value: 473682
Year: 1994 | Value: 482142
Year: 1995 | Value: 490586
Year: 1996 | Value: 499107
Year: 1997 | Value: 507777
Year: 1998 | Value: 516597
Year: 1999 | Value: 525886
Year: 2000 | Value: 536080
Year: 2001 | Value: 547220
Year: 2002 | Value: 558923
Year: 2003 | Value: 569798
Year: 2004 | Value: 580704
Year: 2005 | Value: 592677
Year: 2006 | Value: 604753
Year: 2007 | Value: 616927
Year: 2008 | Value: 629307
Year: 2009 | Value: 641947
Year: 2010 | Value: 654836
Year: 2011 | Value: 668056
Year: 2012 | Value: 681630
Year: 2013 | Value: 696192
Year: 2014 | Value: 711503
Year: 2015 | Value: 726682
Year: 2016 | Value: 741741
Year: 2017 | Value: 756669
Year: 2018 | Value: 771590
Year: 2019 | Value: 786578
Year: 2020 | Value: 802163
Year: 2021 | Value: 818174
Year: 2022 | Value: 834188
Year: 2023 | Value: 850387
Year: 2024 | Value: 866628
Remark: Comoros
Remark: Population, total
