Entity: IDA / SP.POP.TOTL
Year: 1960 | Value: 395487385
Year: 1961 | Value: 405466111
Year: 1962 | Value: 415842864
Year: 1963 | Value: 426595648
Year: 1964 | Value: 437758610
Year: 1965 | Value: 449354777
Year: 1966 | Value: 461321498
Year: 1967 | Value: 473724445
Year: 1968 | Value: 486593159
Year: 1969 | Value: 499784526
Year: 1970 | Value: 513067315
Year: 1971 | Value: 525943813
Year: 1972 | Value: 539264683
Year: 1973 | Value: 553896099
Year: 1974 | Value: 569074542
Year: 1975 | Value: 584300234
Year: 1976 | Value: 599688584
Year: 1977 | Value: 615372616
Year: 1978 | Value: 631958710
Year: 1979 | Value: 649654167
Year: 1980 | Value: 667677170
Year: 1981 | Value: 685834141
Year: 1982 | Value: 705010143
Year: 1983 | Value: 724856444
Year: 1984 | Value: 744819033
Year: 1985 | Value: 765420624
Year: 1986 | Value: 786547184
Year: 1987 | Value: 808200460
Year: 1988 | Value: 830136818
Year: 1989 | Value: 852474775
Year: 1990 | Value: 875155900
Year: 1991 | Value: 898197050
Year: 1992 | Value: 922434199
Year: 1993 | Value: 947852649
Year: 1994 | Value: 973370197
Year: 1995 | Value: 999276289
Year: 1996 | Value: 1025752570
Year: 1997 | Value: 1052340078
Year: 1998 | Value: 1079175178
Year: 1999 | Value: 1106123930
Year: 2000 | Value: 1133395252
Year: 2001 | Value: 1161268165
Year: 2002 | Value: 1189916772
Year: 2003 | Value: 1219064128
Year: 2004 | Value: 1248451458
Year: 2005 | Value: 1278398885
Year: 2006 | Value: 1309409307
Year: 2007 | Value: 1341438373
Year: 2008 | Value: 1373831893
Year: 2009 | Value: 1406604878
Year: 2010 | Value: 1439930635
Year: 2011 | Value: 1473566366
Year: 2012 | Value: 1506857958
Year: 2013 | Value: 1538498334
Year: 2014 | Value: 1570999900
Year: 2015 | Value: 1604188279
Year: 2016 | Value: 1638586691
Year: 2017 | Value: 1674238410
Year: 2018 | Value: 1711076534
Year: 2019 | Value: 1749141428
Year: 2020 | Value: 1788173625
Year: 2021 | Value: 1827438519
Year: 2022 | Value: 1866528090
Year: 2023 | Value: 1906309321
Year: 2024 | Value: 1946800545
Remark: IDA total
Remark: Population, total
