Entity: CAN / SP.POP.TOTL
Year: 1960 | Value: 17909356
Year: 1961 | Value: 18271000
Year: 1962 | Value: 18614000
Year: 1963 | Value: 18964000
Year: 1964 | Value: 19325000
Year: 1965 | Value: 19678000
Year: 1966 | Value: 20048000
Year: 1967 | Value: 20412000
Year: 1968 | Value: 20744000
Year: 1969 | Value: 21028000
Year: 1970 | Value: 21324000
Year: 1971 | Value: 21962032
Year: 1972 | Value: 22218463
Year: 1973 | Value: 22491777
Year: 1974 | Value: 22807969
Year: 1975 | Value: 23143275
Year: 1976 | Value: 23449808
Year: 1977 | Value: 23725843
Year: 1978 | Value: 23963203
Year: 1979 | Value: 24201544
Year: 1980 | Value: 24515667
Year: 1981 | Value: 24819915
Year: 1982 | Value: 25116942
Year: 1983 | Value: 25366451
Year: 1984 | Value: 25607053
Year: 1985 | Value: 25842116
Year: 1986 | Value: 26100278
Year: 1987 | Value: 26446601
Year: 1988 | Value: 26791747
Year: 1989 | Value: 27276781
Year: 1990 | Value: 27691138
Year: 1991 | Value: 28037420
Year: 1992 | Value: 28371264
Year: 1993 | Value: 28684764
Year: 1994 | Value: 29000663
Year: 1995 | Value: 29302311
Year: 1996 | Value: 29610218
Year: 1997 | Value: 29905948
Year: 1998 | Value: 30155173
Year: 1999 | Value: 30401286
Year: 2000 | Value: 30685730
Year: 2001 | Value: 31020855
Year: 2002 | Value: 31359199
Year: 2003 | Value: 31642461
Year: 2004 | Value: 31938807
Year: 2005 | Value: 32242732
Year: 2006 | Value: 32571193
Year: 2007 | Value: 32888886
Year: 2008 | Value: 33247298
Year: 2009 | Value: 33630069
Year: 2010 | Value: 34005902
Year: 2011 | Value: 34339221
Year: 2012 | Value: 34713395
Year: 2013 | Value: 35080992
Year: 2014 | Value: 35434066
Year: 2015 | Value: 35704498
Year: 2016 | Value: 36110803
Year: 2017 | Value: 36545075
Year: 2018 | Value: 37072620
Year: 2019 | Value: 37618495
Year: 2020 | Value: 38028638
Year: 2021 | Value: 38239864
Year: 2022 | Value: 38935934
Year: 2023 | Value: 40083484
Year: 2024 | Value: 41288599
Remark: Canada
Remark: Population, total
