Entity: UZB / SP.POP.TOTL
Year: 1960 | Value: 8209109
Year: 1961 | Value: 8517711
Year: 1962 | Value: 8854368
Year: 1963 | Value: 9202246
Year: 1964 | Value: 9557611
Year: 1965 | Value: 9921681
Year: 1966 | Value: 10289294
Year: 1967 | Value: 10659180
Year: 1968 | Value: 11032155
Year: 1969 | Value: 11403150
Year: 1970 | Value: 11762638
Year: 1971 | Value: 12111511
Year: 1972 | Value: 12465106
Year: 1973 | Value: 12831047
Year: 1974 | Value: 13209011
Year: 1975 | Value: 13598521
Year: 1976 | Value: 13998620
Year: 1977 | Value: 14408822
Year: 1978 | Value: 14816349
Year: 1979 | Value: 15215587
Year: 1980 | Value: 15619936
Year: 1981 | Value: 16035032
Year: 1982 | Value: 16462736
Year: 1983 | Value: 16908400
Year: 1984 | Value: 17378846
Year: 1985 | Value: 17875339
Year: 1986 | Value: 18395621
Year: 1987 | Value: 18930070
Year: 1988 | Value: 19460630
Year: 1989 | Value: 19977183
Year: 1990 | Value: 20464956
Year: 1991 | Value: 20962910
Year: 1992 | Value: 21485090
Year: 1993 | Value: 21987955
Year: 1994 | Value: 22463291
Year: 1995 | Value: 22917589
Year: 1996 | Value: 23351981
Year: 1997 | Value: 23758960
Year: 1998 | Value: 24134929
Year: 1999 | Value: 24476008
Year: 2000 | Value: 24787054
Year: 2001 | Value: 25090283
Year: 2002 | Value: 25399980
Year: 2003 | Value: 25711259
Year: 2004 | Value: 26029350
Year: 2005 | Value: 26356975
Year: 2006 | Value: 26699043
Year: 2007 | Value: 27076008
Year: 2008 | Value: 27494774
Year: 2009 | Value: 27939328
Year: 2010 | Value: 28385506
Year: 2011 | Value: 28823196
Year: 2012 | Value: 29261903
Year: 2013 | Value: 29724065
Year: 2014 | Value: 30222994
Year: 2015 | Value: 30749346
Year: 2016 | Value: 31284568
Year: 2017 | Value: 31819178
Year: 2018 | Value: 32373490
Year: 2019 | Value: 32964701
Year: 2020 | Value: 33586372
Year: 2021 | Value: 34243696
Year: 2022 | Value: 34938955
Year: 2023 | Value: 35652307
Year: 2024 | Value: 36361859
Remark: Uzbekistan
Remark: Population, total
