Entity: PAK / SP.POP.TOTL
Year: 1960 | Value: 45709310
Year: 1961 | Value: 46921277
Year: 1962 | Value: 48156128
Year: 1963 | Value: 49447776
Year: 1964 | Value: 50799999
Year: 1965 | Value: 52209010
Year: 1966 | Value: 53678667
Year: 1967 | Value: 55214768
Year: 1968 | Value: 56810507
Year: 1969 | Value: 58460939
Year: 1970 | Value: 60166719
Year: 1971 | Value: 61847899
Year: 1972 | Value: 63583194
Year: 1973 | Value: 65461912
Year: 1974 | Value: 67415487
Year: 1975 | Value: 69461175
Year: 1976 | Value: 71620254
Year: 1977 | Value: 73901827
Year: 1978 | Value: 76307379
Year: 1979 | Value: 78997039
Year: 1980 | Value: 82291010
Year: 1981 | Value: 85802049
Year: 1982 | Value: 89089246
Year: 1983 | Value: 92227711
Year: 1984 | Value: 95164936
Year: 1985 | Value: 98229285
Year: 1986 | Value: 101606764
Year: 1987 | Value: 105130717
Year: 1988 | Value: 108724739
Year: 1989 | Value: 112336629
Year: 1990 | Value: 116155576
Year: 1991 | Value: 120060406
Year: 1992 | Value: 123546848
Year: 1993 | Value: 127020117
Year: 1994 | Value: 130748083
Year: 1995 | Value: 134582253
Year: 1996 | Value: 138557092
Year: 1997 | Value: 142531804
Year: 1998 | Value: 146522356
Year: 1999 | Value: 150565377
Year: 2000 | Value: 154879127
Year: 2001 | Value: 159270907
Year: 2002 | Value: 163222549
Year: 2003 | Value: 167110248
Year: 2004 | Value: 171286000
Year: 2005 | Value: 175453212
Year: 2006 | Value: 179682690
Year: 2007 | Value: 184493231
Year: 2008 | Value: 189499113
Year: 2009 | Value: 194376534
Year: 2010 | Value: 199239047
Year: 2011 | Value: 203746065
Year: 2012 | Value: 207667125
Year: 2013 | Value: 211073978
Year: 2014 | Value: 214264647
Year: 2015 | Value: 217290883
Year: 2016 | Value: 220138869
Year: 2017 | Value: 223273967
Year: 2018 | Value: 226928892
Year: 2019 | Value: 230800899
Year: 2020 | Value: 235001746
Year: 2021 | Value: 239477801
Year: 2022 | Value: 243700667
Year: 2023 | Value: 247504495
Year: 2024 | Value: 251269164
Remark: Pakistan
Remark: Population, total
