Entity: LIE / SP.POP.TOTL
Year: 1960 | Value: 16451
Year: 1961 | Value: 16877
Year: 1962 | Value: 17443
Year: 1963 | Value: 18093
Year: 1964 | Value: 18755
Year: 1965 | Value: 19195
Year: 1966 | Value: 19610
Year: 1967 | Value: 20175
Year: 1968 | Value: 20835
Year: 1969 | Value: 21084
Year: 1970 | Value: 21140
Year: 1971 | Value: 21600
Year: 1972 | Value: 22132
Year: 1973 | Value: 22785
Year: 1974 | Value: 23451
Year: 1975 | Value: 23846
Year: 1976 | Value: 24058
Year: 1977 | Value: 24442
Year: 1978 | Value: 25028
Year: 1979 | Value: 25575
Year: 1980 | Value: 25512
Year: 1981 | Value: 25673
Year: 1982 | Value: 26255
Year: 1983 | Value: 26446
Year: 1984 | Value: 26596
Year: 1985 | Value: 26878
Year: 1986 | Value: 27238
Year: 1987 | Value: 27557
Year: 1988 | Value: 27948
Year: 1989 | Value: 28317
Year: 1990 | Value: 28742
Year: 1991 | Value: 29209
Year: 1992 | Value: 29627
Year: 1993 | Value: 30089
Year: 1994 | Value: 30470
Year: 1995 | Value: 30776
Year: 1996 | Value: 31033
Year: 1997 | Value: 31232
Year: 1998 | Value: 31668
Year: 1999 | Value: 32221
Year: 2000 | Value: 32645
Year: 2001 | Value: 33194
Year: 2002 | Value: 33694
Year: 2003 | Value: 34079
Year: 2004 | Value: 34447
Year: 2005 | Value: 34753
Year: 2006 | Value: 35037
Year: 2007 | Value: 35262
Year: 2008 | Value: 35473
Year: 2009 | Value: 35742
Year: 2010 | Value: 36022
Year: 2011 | Value: 36312
Year: 2012 | Value: 36657
Year: 2013 | Value: 36984
Year: 2014 | Value: 37248
Year: 2015 | Value: 37494
Year: 2016 | Value: 37716
Year: 2017 | Value: 37962
Year: 2018 | Value: 38246
Year: 2019 | Value: 38563
Year: 2020 | Value: 38901
Year: 2021 | Value: 39182
Year: 2022 | Value: 39493
Year: 2023 | Value: 39846
Year: 2024 | Value: 40450
Remark: Liechtenstein
Remark: Population, total
