Entity: TLS / SP.POP.TOTL
Year: 1960 | Value: 468118
Year: 1961 | Value: 475291
Year: 1962 | Value: 482774
Year: 1963 | Value: 490564
Year: 1964 | Value: 498659
Year: 1965 | Value: 507034
Year: 1966 | Value: 515696
Year: 1967 | Value: 524648
Year: 1968 | Value: 533875
Year: 1969 | Value: 543356
Year: 1970 | Value: 553069
Year: 1971 | Value: 562966
Year: 1972 | Value: 572962
Year: 1973 | Value: 582855
Year: 1974 | Value: 590827
Year: 1975 | Value: 598158
Year: 1976 | Value: 607620
Year: 1977 | Value: 618315
Year: 1978 | Value: 628775
Year: 1979 | Value: 638719
Year: 1980 | Value: 649871
Year: 1981 | Value: 660493
Year: 1982 | Value: 669149
Year: 1983 | Value: 677707
Year: 1984 | Value: 686777
Year: 1985 | Value: 696665
Year: 1986 | Value: 707185
Year: 1987 | Value: 718476
Year: 1988 | Value: 730745
Year: 1989 | Value: 744856
Year: 1990 | Value: 760345
Year: 1991 | Value: 778278
Year: 1992 | Value: 799318
Year: 1993 | Value: 821437
Year: 1994 | Value: 844493
Year: 1995 | Value: 868146
Year: 1996 | Value: 892282
Year: 1997 | Value: 917184
Year: 1998 | Value: 942530
Year: 1999 | Value: 834697
Year: 2000 | Value: 745088
Year: 2001 | Value: 812249
Year: 2002 | Value: 879159
Year: 2003 | Value: 916878
Year: 2004 | Value: 929074
Year: 2005 | Value: 948311
Year: 2006 | Value: 976597
Year: 2007 | Value: 1004889
Year: 2008 | Value: 1032429
Year: 2009 | Value: 1058782
Year: 2010 | Value: 1084679
Year: 2011 | Value: 1110207
Year: 2012 | Value: 1134885
Year: 2013 | Value: 1158695
Year: 2014 | Value: 1181903
Year: 2015 | Value: 1205131
Year: 2016 | Value: 1228312
Year: 2017 | Value: 1251703
Year: 2018 | Value: 1275959
Year: 2019 | Value: 1300945
Year: 2020 | Value: 1326053
Year: 2021 | Value: 1350139
Year: 2022 | Value: 1369295
Year: 2023 | Value: 1384286
Year: 2024 | Value: 1400638
Remark: Timor-Leste
Remark: Population, total
