Entity: SVN / SP.POP.TOTL
Year: 1960 | Value: 1584720
Year: 1961 | Value: 1594131
Year: 1962 | Value: 1603649
Year: 1963 | Value: 1616971
Year: 1964 | Value: 1632114
Year: 1965 | Value: 1649160
Year: 1966 | Value: 1669905
Year: 1967 | Value: 1689528
Year: 1968 | Value: 1704546
Year: 1969 | Value: 1713874
Year: 1970 | Value: 1724891
Year: 1971 | Value: 1738335
Year: 1972 | Value: 1752233
Year: 1973 | Value: 1766697
Year: 1974 | Value: 1776132
Year: 1975 | Value: 1793581
Year: 1976 | Value: 1820249
Year: 1977 | Value: 1842377
Year: 1978 | Value: 1862548
Year: 1979 | Value: 1882599
Year: 1980 | Value: 1901315
Year: 1981 | Value: 1906531
Year: 1982 | Value: 1910334
Year: 1983 | Value: 1922321
Year: 1984 | Value: 1932154
Year: 1985 | Value: 1941641
Year: 1986 | Value: 1965964
Year: 1987 | Value: 1989776
Year: 1988 | Value: 1995196
Year: 1989 | Value: 1996351
Year: 1990 | Value: 1998161
Year: 1991 | Value: 1999429
Year: 1992 | Value: 1996498
Year: 1993 | Value: 1991746
Year: 1994 | Value: 1989443
Year: 1995 | Value: 1989872
Year: 1996 | Value: 1988628
Year: 1997 | Value: 1985956
Year: 1998 | Value: 1981629
Year: 1999 | Value: 1983045
Year: 2000 | Value: 1988925
Year: 2001 | Value: 1992060
Year: 2002 | Value: 1994530
Year: 2003 | Value: 1995733
Year: 2004 | Value: 1997012
Year: 2005 | Value: 2000474
Year: 2006 | Value: 2006868
Year: 2007 | Value: 2018122
Year: 2008 | Value: 2021316
Year: 2009 | Value: 2039669
Year: 2010 | Value: 2048583
Year: 2011 | Value: 2052843
Year: 2012 | Value: 2057159
Year: 2013 | Value: 2059953
Year: 2014 | Value: 2061980
Year: 2015 | Value: 2063531
Year: 2016 | Value: 2065042
Year: 2017 | Value: 2066388
Year: 2018 | Value: 2073894
Year: 2019 | Value: 2088385
Year: 2020 | Value: 2102419
Year: 2021 | Value: 2108079
Year: 2022 | Value: 2112076
Year: 2023 | Value: 2120461
Year: 2024 | Value: 2127400
Remark: Slovenia
Remark: Population, total
