Entity: CEB / SP.POP.TOTL
Year: 1960 | Value: 91401309
Year: 1961 | Value: 92231375
Year: 1962 | Value: 93008589
Year: 1963 | Value: 93840016
Year: 1964 | Value: 94715795
Year: 1965 | Value: 95440988
Year: 1966 | Value: 96146336
Year: 1967 | Value: 97043270
Year: 1968 | Value: 97884022
Year: 1969 | Value: 98606630
Year: 1970 | Value: 99134548
Year: 1971 | Value: 99635258
Year: 1972 | Value: 100357161
Year: 1973 | Value: 101112680
Year: 1974 | Value: 101939916
Year: 1975 | Value: 102860571
Year: 1976 | Value: 103776068
Year: 1977 | Value: 104616884
Year: 1978 | Value: 105329397
Year: 1979 | Value: 105948616
Year: 1980 | Value: 106541316
Year: 1981 | Value: 107129392
Year: 1982 | Value: 107730380
Year: 1983 | Value: 108297837
Year: 1984 | Value: 108838073
Year: 1985 | Value: 109338285
Year: 1986 | Value: 109824166
Year: 1987 | Value: 110296425
Year: 1988 | Value: 110686740
Year: 1989 | Value: 110801640
Year: 1990 | Value: 110743128
Year: 1991 | Value: 110469467
Year: 1992 | Value: 110111454
Year: 1993 | Value: 110041924
Year: 1994 | Value: 110021594
Year: 1995 | Value: 109864246
Year: 1996 | Value: 109626194
Year: 1997 | Value: 109422013
Year: 1998 | Value: 109238340
Year: 1999 | Value: 109060951
Year: 2000 | Value: 108447824
Year: 2001 | Value: 107660041
Year: 2002 | Value: 106959751
Year: 2003 | Value: 106624167
Year: 2004 | Value: 106331716
Year: 2005 | Value: 106041911
Year: 2006 | Value: 105772481
Year: 2007 | Value: 105378748
Year: 2008 | Value: 105001883
Year: 2009 | Value: 104800475
Year: 2010 | Value: 104421447
Year: 2011 | Value: 104174038
Year: 2012 | Value: 103929494
Year: 2013 | Value: 103570062
Year: 2014 | Value: 103280478
Year: 2015 | Value: 102973167
Year: 2016 | Value: 102647939
Year: 2017 | Value: 102337501
Year: 2018 | Value: 102074201
Year: 2019 | Value: 101864274
Year: 2020 | Value: 101215763
Year: 2021 | Value: 100205732
Year: 2022 | Value: 100071871
Year: 2023 | Value: 100183707
Year: 2024 | Value: 100061963
Remark: Central Europe and the Baltics
Remark: Population, total
