Entity: Thailand
Year: 2000 | Value: 2.77493831519154
Year: 2001 | Value: 2.88330259468562
Year: 2002 | Value: 3.03535576431598
Year: 2003 | Value: 3.12835266531198
Year: 2004 | Value: 3.37869799549585
Year: 2005 | Value: 3.47218658348054
Year: 2006 | Value: 3.49792985897197
Year: 2007 | Value: 3.54477665878806
Year: 2008 | Value: 3.53401361701146
Year: 2009 | Value: 3.40595891903064
Year: 2010 | Value: 3.59232409675161
Year: 2011 | Value: 3.57565835731247
Year: 2012 | Value: 3.81363739650232
Year: 2013 | Value: 3.95099362283237
Year: 2014 | Value: 3.88118627669814
Year: 2015 | Value: 3.99014074054595
Year: 2016 | Value: 3.91990436444812
Year: 2017 | Value: 3.94997556709625
Year: 2018 | Value: 3.87600024932723
Year: 2019 | Value: 4.00533143026177
Year: 2020 | Value: 3.84739936431244
Year: 2021 | Value: 3.74441224162639
Year: 2022 | Value: 3.963374866518
