Entity: Turkiye
Year: 2000 | Value: 3.47043278431936
Year: 2001 | Value: 3.1206808144442
Year: 2002 | Value: 3.24208511129842
Year: 2003 | Value: 3.38625448591684
Year: 2004 | Value: 3.43889343076092
Year: 2005 | Value: 3.5495611200862
Year: 2006 | Value: 3.91176721812036
Year: 2007 | Value: 4.28079364507414
Year: 2008 | Value: 4.21593984029483
Year: 2009 | Value: 4.1835136272879
Year: 2010 | Value: 4.26801919276368
Year: 2011 | Value: 4.48332295905392
Year: 2012 | Value: 4.57803809727294
Year: 2013 | Value: 4.38456228128668
Year: 2014 | Value: 4.60446003106117
Year: 2015 | Value: 4.70276339686943
Year: 2016 | Value: 4.93533246982308
Year: 2017 | Value: 5.39416444458135
Year: 2018 | Value: 5.27401972926131
Year: 2019 | Value: 5.01913672458907
Year: 2020 | Value: 5.07395962903497
Year: 2021 | Value: 5.47500634541911
Year: 2022 | Value: 5.22956172007378
