Entity: France
Year: 2000 | Value: 6.58034817935345
Year: 2001 | Value: 6.59967427030181
Year: 2002 | Value: 6.46436747006761
Year: 2003 | Value: 6.49767617932604
Year: 2004 | Value: 6.46668310699496
Year: 2005 | Value: 6.45391402908229
Year: 2006 | Value: 6.24021668362979
Year: 2007 | Value: 6.09003030294036
Year: 2008 | Value: 5.94290191259616
Year: 2009 | Value: 5.71717317269645
Year: 2010 | Value: 5.80194807906
Year: 2011 | Value: 5.56604040689413
Year: 2012 | Value: 5.55949763606406
Year: 2013 | Value: 5.45712098979101
Year: 2014 | Value: 4.93048874498212
Year: 2015 | Value: 4.99116340691761
Year: 2016 | Value: 5.01727531627851
Year: 2017 | Value: 5.06155143263354
Year: 2018 | Value: 4.89217066506758
Year: 2019 | Value: 4.79214044818249
Year: 2020 | Value: 4.24677642127474
Year: 2021 | Value: 4.66820869200128
Year: 2022 | Value: 4.51246828877731
