Entity: United States
Year: 2000 | Value: 21.0118753202743
Year: 2001 | Value: 20.6255077855762
Year: 2002 | Value: 19.9103793387111
Year: 2003 | Value: 19.9681657791826
Year: 2004 | Value: 20.0815597947275
Year: 2005 | Value: 19.9249914215479
Year: 2006 | Value: 19.4048177077015
Year: 2007 | Value: 19.4956606869752
Year: 2008 | Value: 18.7089026291301
Year: 2009 | Value: 17.1890632001903
Year: 2010 | Value: 17.847084306938
Year: 2011 | Value: 17.0203888981196
Year: 2012 | Value: 16.1854221004814
Year: 2013 | Value: 16.495975221911
Year: 2014 | Value: 16.4248953102317
Year: 2015 | Value: 15.9501022949136
Year: 2016 | Value: 15.5045482189269
Year: 2017 | Value: 15.1847127213968
Year: 2018 | Value: 15.5796456645972
Year: 2019 | Value: 15.0439662080505
Year: 2020 | Value: 13.4715821678248
Year: 2021 | Value: 14.3161154347115
Year: 2022 | Value: 14.4177148825165
