Entity: United States
Year: 2000 | Value: 1.11276899679534
Year: 2001 | Value: 0.989741382223669
Year: 2002 | Value: 0.927797485710314
Year: 2003 | Value: 0.859481712840946
Year: 2004 | Value: 0.925483968943482
Year: 2005 | Value: 0.921713167161207
Year: 2006 | Value: 0.964253917136075
Year: 2007 | Value: 0.951055242772428
Year: 2008 | Value: 0.945865287282592
Year: 2009 | Value: 0.876651298802912
Year: 2010 | Value: 0.846129865832117
Year: 2011 | Value: 0.79239433316435
Year: 2012 | Value: 0.79838290137163
Year: 2013 | Value: 0.756560083436754
Year: 2014 | Value: 0.796023797809134
Year: 2015 | Value: 0.797904713382564
Year: 2016 | Value: 0.785625485688815
Year: 2017 | Value: 0.692906252591617
Year: 2018 | Value: 0.586433075122573
Year: 2019 | Value: 0.515108555014533
Year: 2020 | Value: 0.408427566758519
Year: 2021 | Value: 0.157317408951545
Year: 2022 | Value: 0.575744520494521
