Entity: Viet Nam
Year: 2000 | Value: 1.12950984166849
Year: 2001 | Value: 1.05123747397877
Year: 2002 | Value: 1.02445055878013
Year: 2003 | Value: 0.999847904782733
Year: 2004 | Value: 0.969589431962946
Year: 2005 | Value: 0.928402391177897
Year: 2006 | Value: 1.32258336381927
Year: 2007 | Value: 1.76779845772365
Year: 2008 | Value: 1.82745521345807
Year: 2009 | Value: 1.49648723830416
Year: 2010 | Value: 1.14440259659988
Year: 2011 | Value: 1.15183406119192
Year: 2012 | Value: 1.1709874078049
Year: 2013 | Value: 1.1802975549343
Year: 2014 | Value: 1.21423463554626
Year: 2015 | Value: 1.23975403093124
Year: 2016 | Value: 1.25988366517733
Year: 2017 | Value: 1.24420473643635
Year: 2018 | Value: 1.10791395242199
Year: 2019 | Value: 0.968366698803348
Year: 2020 | Value: 0.927434295850725
Year: 2021 | Value: 0.868883560805873
Year: 2022 | Value: 0.750756665157789
