Entity: Colombia
Year: 2000 | Value: 1.63798274950516
Year: 2001 | Value: 1.57194688390217
Year: 2002 | Value: 1.53792282248162
Year: 2003 | Value: 1.5081090586904
Year: 2004 | Value: 1.46883725533231
Year: 2005 | Value: 1.4002642115634
Year: 2006 | Value: 1.32542990992624
Year: 2007 | Value: 1.26689099629201
Year: 2008 | Value: 1.20339154806457
Year: 2009 | Value: 1.16491370094378
Year: 2010 | Value: 1.13596836363633
Year: 2011 | Value: 1.07133727666266
Year: 2012 | Value: 1.00290782655336
Year: 2013 | Value: 0.948709328751527
Year: 2014 | Value: 0.892711563926366
Year: 2015 | Value: 0.864942376762699
Year: 2016 | Value: 0.990548549326914
Year: 2017 | Value: 1.45147726169193
Year: 2018 | Value: 1.83913784861099
Year: 2019 | Value: 1.78615507724394
Year: 2020 | Value: 1.43632167326968
Year: 2021 | Value: 1.09642825395961
Year: 2022 | Value: 1.06829295530618
