Entity: Mexico
Year: 2000 | Value: 1.54272528221216
Year: 2001 | Value: 1.48303091731143
Year: 2002 | Value: 1.43770526775457
Year: 2003 | Value: 1.398263627903
Year: 2004 | Value: 1.3653083154997
Year: 2005 | Value: 1.34857895792648
Year: 2006 | Value: 1.35374920696209
Year: 2007 | Value: 1.40789058424163
Year: 2008 | Value: 1.46015632826518
Year: 2009 | Value: 1.4619172053372
Year: 2010 | Value: 1.43974472572946
Year: 2011 | Value: 1.41534883852036
Year: 2012 | Value: 1.35716327923769
Year: 2013 | Value: 1.29730808025224
Year: 2014 | Value: 1.21002702971431
Year: 2015 | Value: 1.06956376155677
Year: 2016 | Value: 0.969124204799117
Year: 2017 | Value: 0.935239396499786
Year: 2018 | Value: 0.9466023549862
Year: 2019 | Value: 0.950144329831411
Year: 2020 | Value: 0.820454117563552
Year: 2021 | Value: 0.66740537533078
Year: 2022 | Value: 0.753116988604166
