Entity: EST / SP.POP.TOTL
Year: 1960 | Value: 1211537
Year: 1961 | Value: 1225077
Year: 1962 | Value: 1241623
Year: 1963 | Value: 1258857
Year: 1964 | Value: 1277086
Year: 1965 | Value: 1294566
Year: 1966 | Value: 1308597
Year: 1967 | Value: 1318946
Year: 1968 | Value: 1331214
Year: 1969 | Value: 1345249
Year: 1970 | Value: 1360076
Year: 1971 | Value: 1376955
Year: 1972 | Value: 1392518
Year: 1973 | Value: 1405951
Year: 1974 | Value: 1418169
Year: 1975 | Value: 1429352
Year: 1976 | Value: 1439576
Year: 1977 | Value: 1450211
Year: 1978 | Value: 1460188
Year: 1979 | Value: 1468333
Year: 1980 | Value: 1477219
Year: 1981 | Value: 1487666
Year: 1982 | Value: 1498414
Year: 1983 | Value: 1508745
Year: 1984 | Value: 1518617
Year: 1985 | Value: 1528781
Year: 1986 | Value: 1540190
Year: 1987 | Value: 1552221
Year: 1988 | Value: 1561900
Year: 1989 | Value: 1568131
Year: 1990 | Value: 1569174
Year: 1991 | Value: 1561314
Year: 1992 | Value: 1533091
Year: 1993 | Value: 1494128
Year: 1994 | Value: 1462514
Year: 1995 | Value: 1436634
Year: 1996 | Value: 1415594
Year: 1997 | Value: 1399535
Year: 1998 | Value: 1386156
Year: 1999 | Value: 1390244
Year: 2000 | Value: 1396985
Year: 2001 | Value: 1388115
Year: 2002 | Value: 1379350
Year: 2003 | Value: 1370720
Year: 2004 | Value: 1362550
Year: 2005 | Value: 1354775
Year: 2006 | Value: 1346810
Year: 2007 | Value: 1340680
Year: 2008 | Value: 1337090
Year: 2009 | Value: 1334515
Year: 2010 | Value: 1331475
Year: 2011 | Value: 1327439
Year: 2012 | Value: 1322696
Year: 2013 | Value: 1317997
Year: 2014 | Value: 1314545
Year: 2015 | Value: 1315407
Year: 2016 | Value: 1315790
Year: 2017 | Value: 1317384
Year: 2018 | Value: 1321977
Year: 2019 | Value: 1326898
Year: 2020 | Value: 1329522
Year: 2021 | Value: 1330932
Year: 2022 | Value: 1348840
Year: 2023 | Value: 1370286
Year: 2024 | Value: 1372341
Remark: Estonia
Remark: Population, total
