Entity: AZE / SP.POP.TOTL
Year: 1960 | Value: 3894500
Year: 1961 | Value: 4045750
Year: 1962 | Value: 4168150
Year: 1963 | Value: 4293550
Year: 1964 | Value: 4439250
Year: 1965 | Value: 4574650
Year: 1966 | Value: 4708150
Year: 1967 | Value: 4832000
Year: 1968 | Value: 4948500
Year: 1969 | Value: 5063300
Year: 1970 | Value: 5172050
Year: 1971 | Value: 5282950
Year: 1972 | Value: 5391450
Year: 1973 | Value: 5493900
Year: 1974 | Value: 5594100
Year: 1975 | Value: 5689050
Year: 1976 | Value: 5781000
Year: 1977 | Value: 5876150
Year: 1978 | Value: 5976150
Year: 1979 | Value: 6071300
Year: 1980 | Value: 6160500
Year: 1981 | Value: 6257750
Year: 1982 | Value: 6357550
Year: 1983 | Value: 6459800
Year: 1984 | Value: 6567850
Year: 1985 | Value: 6670150
Year: 1986 | Value: 6770300
Year: 1987 | Value: 6875350
Year: 1988 | Value: 6974600
Year: 1989 | Value: 7076550
Year: 1990 | Value: 7175200
Year: 1991 | Value: 7271300
Year: 1992 | Value: 7382050
Year: 1993 | Value: 7494800
Year: 1994 | Value: 7596550
Year: 1995 | Value: 7684850
Year: 1996 | Value: 7763000
Year: 1997 | Value: 7838250
Year: 1998 | Value: 7913000
Year: 1999 | Value: 7982750
Year: 2000 | Value: 8048600
Year: 2001 | Value: 8111200
Year: 2002 | Value: 8171950
Year: 2003 | Value: 8234100
Year: 2004 | Value: 8306500
Year: 2005 | Value: 8391850
Year: 2006 | Value: 8484550
Year: 2007 | Value: 8581300
Year: 2008 | Value: 8763400
Year: 2009 | Value: 8947243
Year: 2010 | Value: 9054332
Year: 2011 | Value: 9173082
Year: 2012 | Value: 9295784
Year: 2013 | Value: 9416801
Year: 2014 | Value: 9535079
Year: 2015 | Value: 9649341
Year: 2016 | Value: 9757812
Year: 2017 | Value: 9854033
Year: 2018 | Value: 9939771
Year: 2019 | Value: 10024283
Year: 2020 | Value: 10093121
Year: 2021 | Value: 10137750
Year: 2022 | Value: 10141756
Year: 2023 | Value: 10153958
Year: 2024 | Value: 10202830
Remark: Azerbaijan
Remark: Population, total
