Entity: NCL / SP.POP.TOTL
Year: 1960 | Value: 79819
Year: 1961 | Value: 82521
Year: 1962 | Value: 85334
Year: 1963 | Value: 88050
Year: 1964 | Value: 90602
Year: 1965 | Value: 93159
Year: 1966 | Value: 95820
Year: 1967 | Value: 98587
Year: 1968 | Value: 101441
Year: 1969 | Value: 104849
Year: 1970 | Value: 109338
Year: 1971 | Value: 114514
Year: 1972 | Value: 119931
Year: 1973 | Value: 125585
Year: 1974 | Value: 131452
Year: 1975 | Value: 137462
Year: 1976 | Value: 142091
Year: 1977 | Value: 144599
Year: 1978 | Value: 146392
Year: 1979 | Value: 148132
Year: 1980 | Value: 149817
Year: 1981 | Value: 151441
Year: 1982 | Value: 153001
Year: 1983 | Value: 155003
Year: 1984 | Value: 157583
Year: 1985 | Value: 160234
Year: 1986 | Value: 162898
Year: 1987 | Value: 165650
Year: 1988 | Value: 168502
Year: 1989 | Value: 172029
Year: 1990 | Value: 176456
Year: 1991 | Value: 181238
Year: 1992 | Value: 186072
Year: 1993 | Value: 190857
Year: 1994 | Value: 195614
Year: 1995 | Value: 200379
Year: 1996 | Value: 205034
Year: 1997 | Value: 209560
Year: 1998 | Value: 214047
Year: 1999 | Value: 218527
Year: 2000 | Value: 223098
Year: 2001 | Value: 227707
Year: 2002 | Value: 232236
Year: 2003 | Value: 236678
Year: 2004 | Value: 240852
Year: 2005 | Value: 244381
Year: 2006 | Value: 247547
Year: 2007 | Value: 250725
Year: 2008 | Value: 253825
Year: 2009 | Value: 257250
Year: 2010 | Value: 261582
Year: 2011 | Value: 266543
Year: 2012 | Value: 271633
Year: 2013 | Value: 276822
Year: 2014 | Value: 281224
Year: 2015 | Value: 283168
Year: 2016 | Value: 283423
Year: 2017 | Value: 283546
Year: 2018 | Value: 283541
Year: 2019 | Value: 283606
Year: 2020 | Value: 284176
Year: 2021 | Value: 285214
Year: 2022 | Value: 287123
Year: 2023 | Value: 289870
Year: 2024 | Value: 292639
Remark: New Caledonia
Remark: Population, total
