Entity: GMB / SP.POP.TOTL
Year: 1960 | Value: 398060
Year: 1961 | Value: 408930
Year: 1962 | Value: 420163
Year: 1963 | Value: 431757
Year: 1964 | Value: 443687
Year: 1965 | Value: 455952
Year: 1966 | Value: 468516
Year: 1967 | Value: 481588
Year: 1968 | Value: 495269
Year: 1969 | Value: 509440
Year: 1970 | Value: 524105
Year: 1971 | Value: 539388
Year: 1972 | Value: 555370
Year: 1973 | Value: 571991
Year: 1974 | Value: 589085
Year: 1975 | Value: 606821
Year: 1976 | Value: 625667
Year: 1977 | Value: 645770
Year: 1978 | Value: 667103
Year: 1979 | Value: 689781
Year: 1980 | Value: 713913
Year: 1981 | Value: 739125
Year: 1982 | Value: 765753
Year: 1983 | Value: 794525
Year: 1984 | Value: 825631
Year: 1985 | Value: 858874
Year: 1986 | Value: 894019
Year: 1987 | Value: 931091
Year: 1988 | Value: 970160
Year: 1989 | Value: 1011357
Year: 1990 | Value: 1054696
Year: 1991 | Value: 1099959
Year: 1992 | Value: 1145582
Year: 1993 | Value: 1188365
Year: 1994 | Value: 1227226
Year: 1995 | Value: 1264313
Year: 1996 | Value: 1301410
Year: 1997 | Value: 1338889
Year: 1998 | Value: 1376987
Year: 1999 | Value: 1415779
Year: 2000 | Value: 1455084
Year: 2001 | Value: 1495011
Year: 2002 | Value: 1535691
Year: 2003 | Value: 1577611
Year: 2004 | Value: 1621312
Year: 2005 | Value: 1667037
Year: 2006 | Value: 1715275
Year: 2007 | Value: 1765774
Year: 2008 | Value: 1817852
Year: 2009 | Value: 1871422
Year: 2010 | Value: 1926630
Year: 2011 | Value: 1983784
Year: 2012 | Value: 2043094
Year: 2013 | Value: 2103820
Year: 2014 | Value: 2164528
Year: 2015 | Value: 2224529
Year: 2016 | Value: 2283769
Year: 2017 | Value: 2342189
Year: 2018 | Value: 2399632
Year: 2019 | Value: 2456844
Year: 2020 | Value: 2515733
Year: 2021 | Value: 2576010
Year: 2022 | Value: 2636470
Year: 2023 | Value: 2697845
Year: 2024 | Value: 2759988
Remark: Gambia, The
Remark: Population, total
