Entity: CUW / SP.POP.TOTL
Year: 1960 | Value: 124826
Year: 1961 | Value: 126125
Year: 1962 | Value: 128414
Year: 1963 | Value: 130860
Year: 1964 | Value: 133148
Year: 1965 | Value: 135266
Year: 1966 | Value: 136682
Year: 1967 | Value: 138140
Year: 1968 | Value: 140298
Year: 1969 | Value: 142581
Year: 1970 | Value: 144739
Year: 1971 | Value: 147389
Year: 1972 | Value: 147710
Year: 1973 | Value: 146912
Year: 1974 | Value: 148351
Year: 1975 | Value: 149129
Year: 1976 | Value: 149399
Year: 1977 | Value: 149459
Year: 1978 | Value: 148341
Year: 1979 | Value: 147851
Year: 1980 | Value: 148041
Year: 1981 | Value: 148629
Year: 1982 | Value: 150101
Year: 1983 | Value: 151159
Year: 1984 | Value: 151940
Year: 1985 | Value: 152711
Year: 1986 | Value: 152662
Year: 1987 | Value: 151456
Year: 1988 | Value: 149254
Year: 1989 | Value: 146937
Year: 1990 | Value: 145400
Year: 1991 | Value: 144403
Year: 1992 | Value: 143912
Year: 1993 | Value: 144299
Year: 1994 | Value: 144630
Year: 1995 | Value: 145139
Year: 1996 | Value: 146306
Year: 1997 | Value: 146956
Year: 1998 | Value: 144472
Year: 1999 | Value: 139428
Year: 2000 | Value: 133860
Year: 2001 | Value: 129047
Year: 2002 | Value: 129205
Year: 2003 | Value: 131897
Year: 2004 | Value: 134192
Year: 2005 | Value: 137658
Year: 2006 | Value: 141239
Year: 2007 | Value: 144056
Year: 2008 | Value: 145880
Year: 2009 | Value: 146833
Year: 2010 | Value: 148703
Year: 2011 | Value: 150831
Year: 2012 | Value: 152088
Year: 2013 | Value: 153822
Year: 2014 | Value: 155909
Year: 2015 | Value: 157980
Year: 2016 | Value: 159664
Year: 2017 | Value: 160175
Year: 2018 | Value: 159336
Year: 2019 | Value: 157441
Year: 2020 | Value: 155482
Year: 2021 | Value: 153948
Year: 2022 | Value: 153321
Year: 2023 | Value: 154654
Year: 2024 | Value: 155967
Remark: Curacao
Remark: Population, total
