Entity: EAR / SP.POP.TOTL
Year: 1960 | Value: 968909356
Year: 1961 | Value: 994176841
Year: 1962 | Value: 1020130725
Year: 1963 | Value: 1046697479
Year: 1964 | Value: 1074021283
Year: 1965 | Value: 1101264258
Year: 1966 | Value: 1128474732
Year: 1967 | Value: 1156817324
Year: 1968 | Value: 1185936827
Year: 1969 | Value: 1215536741
Year: 1970 | Value: 1245960808
Year: 1971 | Value: 1276141826
Year: 1972 | Value: 1307009646
Year: 1973 | Value: 1339671375
Year: 1974 | Value: 1373219822
Year: 1975 | Value: 1407636737
Year: 1976 | Value: 1442753987
Year: 1977 | Value: 1478479688
Year: 1978 | Value: 1514572817
Year: 1979 | Value: 1552194676
Year: 1980 | Value: 1591961664
Year: 1981 | Value: 1634107159
Year: 1982 | Value: 1677532811
Year: 1983 | Value: 1721104015
Year: 1984 | Value: 1765269111
Year: 1985 | Value: 1810019176
Year: 1986 | Value: 1855391159
Year: 1987 | Value: 1901405537
Year: 1988 | Value: 1947928955
Year: 1989 | Value: 1994666990
Year: 1990 | Value: 2044241467
Year: 1991 | Value: 2092102478
Year: 1992 | Value: 2138854231
Year: 1993 | Value: 2184656122
Year: 1994 | Value: 2228719169
Year: 1995 | Value: 2273692181
Year: 1996 | Value: 2321284245
Year: 1997 | Value: 2369042441
Year: 1998 | Value: 2416119734
Year: 1999 | Value: 2462704115
Year: 2000 | Value: 2509431470
Year: 2001 | Value: 2556335424
Year: 2002 | Value: 2601917557
Year: 2003 | Value: 2647109296
Year: 2004 | Value: 2693184997
Year: 2005 | Value: 2738846905
Year: 2006 | Value: 2784726644
Year: 2007 | Value: 2830531957
Year: 2008 | Value: 2875943965
Year: 2009 | Value: 2921563644
Year: 2010 | Value: 2967104472
Year: 2011 | Value: 3013476947
Year: 2012 | Value: 3058869436
Year: 2013 | Value: 3103677284
Year: 2014 | Value: 3146800078
Year: 2015 | Value: 3190318707
Year: 2016 | Value: 3233033717
Year: 2017 | Value: 3274060446
Year: 2018 | Value: 3314245247
Year: 2019 | Value: 3355014793
Year: 2020 | Value: 3396051187
Year: 2021 | Value: 3432026092
Year: 2022 | Value: 3470644834
Year: 2023 | Value: 3511607650
Year: 2024 | Value: 3552278604
Remark: Early-demographic dividend
Remark: Population, total
