Entity: SSA / SP.POP.TOTL
Year: 1960 | Value: 206288260
Year: 1961 | Value: 211292606
Year: 1962 | Value: 216517247
Year: 1963 | Value: 221937898
Year: 1964 | Value: 227579664
Year: 1965 | Value: 233447992
Year: 1966 | Value: 239526768
Year: 1967 | Value: 245829213
Year: 1968 | Value: 252384968
Year: 1969 | Value: 259166830
Year: 1970 | Value: 266188793
Year: 1971 | Value: 273440461
Year: 1972 | Value: 280872413
Year: 1973 | Value: 288750400
Year: 1974 | Value: 297083013
Year: 1975 | Value: 305701947
Year: 1976 | Value: 314545326
Year: 1977 | Value: 323710360
Year: 1978 | Value: 333680160
Year: 1979 | Value: 344394495
Year: 1980 | Value: 355467472
Year: 1981 | Value: 366437525
Year: 1982 | Value: 377641425
Year: 1983 | Value: 389094648
Year: 1984 | Value: 400538509
Year: 1985 | Value: 412354065
Year: 1986 | Value: 424407604
Year: 1987 | Value: 436643155
Year: 1988 | Value: 448764072
Year: 1989 | Value: 461052538
Year: 1990 | Value: 473635450
Year: 1991 | Value: 485834033
Year: 1992 | Value: 498349572
Year: 1993 | Value: 511789636
Year: 1994 | Value: 525116200
Year: 1995 | Value: 538769611
Year: 1996 | Value: 553009918
Year: 1997 | Value: 567371961
Year: 1998 | Value: 582361221
Year: 1999 | Value: 597802260
Year: 2000 | Value: 613632482
Year: 2001 | Value: 630019621
Year: 2002 | Value: 646942913
Year: 2003 | Value: 664400687
Year: 2004 | Value: 682493463
Year: 2005 | Value: 701214785
Year: 2006 | Value: 720481278
Year: 2007 | Value: 740376633
Year: 2008 | Value: 761026248
Year: 2009 | Value: 782252358
Year: 2010 | Value: 804038373
Year: 2011 | Value: 826290715
Year: 2012 | Value: 849083240
Year: 2013 | Value: 872704206
Year: 2014 | Value: 896754068
Year: 2015 | Value: 921290560
Year: 2016 | Value: 946011305
Year: 2017 | Value: 971179323
Year: 2018 | Value: 997236086
Year: 2019 | Value: 1023480610
Year: 2020 | Value: 1049999318
Year: 2021 | Value: 1076774079
Year: 2022 | Value: 1103704408
Year: 2023 | Value: 1131078494
Year: 2024 | Value: 1158863843
Remark: Sub-Saharan Africa (excluding high income)
Remark: Population, total
