Entity: TUV / SP.POP.TOTL
Year: 1960 | Value: 5598
Year: 1961 | Value: 5648
Year: 1962 | Value: 5699
Year: 1963 | Value: 5751
Year: 1964 | Value: 5752
Year: 1965 | Value: 5715
Year: 1966 | Value: 5686
Year: 1967 | Value: 5652
Year: 1968 | Value: 5624
Year: 1969 | Value: 5631
Year: 1970 | Value: 5663
Year: 1971 | Value: 5685
Year: 1972 | Value: 5692
Year: 1973 | Value: 5681
Year: 1974 | Value: 5822
Year: 1975 | Value: 6117
Year: 1976 | Value: 6404
Year: 1977 | Value: 6686
Year: 1978 | Value: 6957
Year: 1979 | Value: 7184
Year: 1980 | Value: 7366
Year: 1981 | Value: 7526
Year: 1982 | Value: 7664
Year: 1983 | Value: 7789
Year: 1984 | Value: 7902
Year: 1985 | Value: 8046
Year: 1986 | Value: 8217
Year: 1987 | Value: 8371
Year: 1988 | Value: 8518
Year: 1989 | Value: 8662
Year: 1990 | Value: 8798
Year: 1991 | Value: 8928
Year: 1992 | Value: 9038
Year: 1993 | Value: 9126
Year: 1994 | Value: 9207
Year: 1995 | Value: 9280
Year: 1996 | Value: 9342
Year: 1997 | Value: 9400
Year: 1998 | Value: 9451
Year: 1999 | Value: 9496
Year: 2000 | Value: 9544
Year: 2001 | Value: 9586
Year: 2002 | Value: 9623
Year: 2003 | Value: 9695
Year: 2004 | Value: 9816
Year: 2005 | Value: 9940
Year: 2006 | Value: 10056
Year: 2007 | Value: 10182
Year: 2008 | Value: 10321
Year: 2009 | Value: 10461
Year: 2010 | Value: 10614
Year: 2011 | Value: 10780
Year: 2012 | Value: 10934
Year: 2013 | Value: 11001
Year: 2014 | Value: 10984
Year: 2015 | Value: 10963
Year: 2016 | Value: 10930
Year: 2017 | Value: 10869
Year: 2018 | Value: 10751
Year: 2019 | Value: 10581
Year: 2020 | Value: 10399
Year: 2021 | Value: 10194
Year: 2022 | Value: 9992
Year: 2023 | Value: 9816
Year: 2024 | Value: 9646
Remark: Tuvalu
Remark: Population, total
