Entity: SEN / SP.POP.TOTL
Year: 1960 | Value: 3340907
Year: 1961 | Value: 3436375
Year: 1962 | Value: 3534686
Year: 1963 | Value: 3635876
Year: 1964 | Value: 3740535
Year: 1965 | Value: 3849788
Year: 1966 | Value: 3964299
Year: 1967 | Value: 4083870
Year: 1968 | Value: 4207587
Year: 1969 | Value: 4334974
Year: 1970 | Value: 4466328
Year: 1971 | Value: 4601864
Year: 1972 | Value: 4741631
Year: 1973 | Value: 4885181
Year: 1974 | Value: 5029437
Year: 1975 | Value: 5170810
Year: 1976 | Value: 5308564
Year: 1977 | Value: 5439549
Year: 1978 | Value: 5568096
Year: 1979 | Value: 5702895
Year: 1980 | Value: 5845638
Year: 1981 | Value: 5997160
Year: 1982 | Value: 6156961
Year: 1983 | Value: 6324504
Year: 1984 | Value: 6499364
Year: 1985 | Value: 6683287
Year: 1986 | Value: 6878192
Year: 1987 | Value: 7081530
Year: 1988 | Value: 7289618
Year: 1989 | Value: 7502207
Year: 1990 | Value: 7720523
Year: 1991 | Value: 7943085
Year: 1992 | Value: 8168395
Year: 1993 | Value: 8396288
Year: 1994 | Value: 8624078
Year: 1995 | Value: 8848101
Year: 1996 | Value: 9067014
Year: 1997 | Value: 9283495
Year: 1998 | Value: 9502952
Year: 1999 | Value: 9730887
Year: 2000 | Value: 9968260
Year: 2001 | Value: 10212942
Year: 2002 | Value: 10466214
Year: 2003 | Value: 10721176
Year: 2004 | Value: 10975704
Year: 2005 | Value: 11235472
Year: 2006 | Value: 11500094
Year: 2007 | Value: 11770344
Year: 2008 | Value: 12048959
Year: 2009 | Value: 12337389
Year: 2010 | Value: 12635413
Year: 2011 | Value: 12958897
Year: 2012 | Value: 13310495
Year: 2013 | Value: 13710849
Year: 2014 | Value: 14152102
Year: 2015 | Value: 14593331
Year: 2016 | Value: 15034521
Year: 2017 | Value: 15475002
Year: 2018 | Value: 15914498
Year: 2019 | Value: 16352922
Year: 2020 | Value: 16789219
Year: 2021 | Value: 17220867
Year: 2022 | Value: 17651103
Year: 2023 | Value: 18077573
Year: 2024 | Value: 18501984
Remark: Senegal
Remark: Population, total
