Entity: ABW / SP.POP.TOTL
Year: 1960 | Value: 54922
Year: 1961 | Value: 55578
Year: 1962 | Value: 56320
Year: 1963 | Value: 57002
Year: 1964 | Value: 57619
Year: 1965 | Value: 58190
Year: 1966 | Value: 58694
Year: 1967 | Value: 58990
Year: 1968 | Value: 59069
Year: 1969 | Value: 59052
Year: 1970 | Value: 58950
Year: 1971 | Value: 58781
Year: 1972 | Value: 58047
Year: 1973 | Value: 58299
Year: 1974 | Value: 58349
Year: 1975 | Value: 58295
Year: 1976 | Value: 58368
Year: 1977 | Value: 58580
Year: 1978 | Value: 58776
Year: 1979 | Value: 59191
Year: 1980 | Value: 59909
Year: 1981 | Value: 60563
Year: 1982 | Value: 61276
Year: 1983 | Value: 62228
Year: 1984 | Value: 62901
Year: 1985 | Value: 61728
Year: 1986 | Value: 59931
Year: 1987 | Value: 59159
Year: 1988 | Value: 59331
Year: 1989 | Value: 60443
Year: 1990 | Value: 62753
Year: 1991 | Value: 65896
Year: 1992 | Value: 69005
Year: 1993 | Value: 73685
Year: 1994 | Value: 77595
Year: 1995 | Value: 79805
Year: 1996 | Value: 83021
Year: 1997 | Value: 86301
Year: 1998 | Value: 88451
Year: 1999 | Value: 89659
Year: 2000 | Value: 90588
Year: 2001 | Value: 91439
Year: 2002 | Value: 92074
Year: 2003 | Value: 93128
Year: 2004 | Value: 95138
Year: 2005 | Value: 97635
Year: 2006 | Value: 99405
Year: 2007 | Value: 100150
Year: 2008 | Value: 100917
Year: 2009 | Value: 101604
Year: 2010 | Value: 101838
Year: 2011 | Value: 102591
Year: 2012 | Value: 104110
Year: 2013 | Value: 105675
Year: 2014 | Value: 106807
Year: 2015 | Value: 107906
Year: 2016 | Value: 108727
Year: 2017 | Value: 108735
Year: 2018 | Value: 108908
Year: 2019 | Value: 109203
Year: 2020 | Value: 108587
Year: 2021 | Value: 107700
Year: 2022 | Value: 107310
Year: 2023 | Value: 107359
Year: 2024 | Value: 107995
Remark: Aruba
Remark: Population, total
