Entity: CYP / SP.POP.TOTL
Year: 1960 | Value: 586490
Year: 1961 | Value: 595514
Year: 1962 | Value: 601466
Year: 1963 | Value: 607252
Year: 1964 | Value: 612521
Year: 1965 | Value: 617736
Year: 1966 | Value: 623390
Year: 1967 | Value: 629251
Year: 1968 | Value: 635157
Year: 1969 | Value: 641189
Year: 1970 | Value: 647446
Year: 1971 | Value: 654050
Year: 1972 | Value: 661063
Year: 1973 | Value: 665937
Year: 1974 | Value: 663254
Year: 1975 | Value: 659405
Year: 1976 | Value: 662032
Year: 1977 | Value: 667101
Year: 1978 | Value: 672249
Year: 1979 | Value: 677549
Year: 1980 | Value: 683076
Year: 1981 | Value: 688893
Year: 1982 | Value: 696497
Year: 1983 | Value: 707225
Year: 1984 | Value: 719334
Year: 1985 | Value: 731277
Year: 1986 | Value: 743105
Year: 1987 | Value: 754785
Year: 1988 | Value: 766235
Year: 1989 | Value: 777420
Year: 1990 | Value: 788351
Year: 1991 | Value: 798944
Year: 1992 | Value: 810341
Year: 1993 | Value: 826034
Year: 1994 | Value: 844667
Year: 1995 | Value: 862695
Year: 1996 | Value: 880290
Year: 1997 | Value: 897568
Year: 1998 | Value: 914548
Year: 1999 | Value: 931234
Year: 2000 | Value: 947667
Year: 2001 | Value: 964127
Year: 2002 | Value: 981440
Year: 2003 | Value: 999590
Year: 2004 | Value: 1017875
Year: 2005 | Value: 1036151
Year: 2006 | Value: 1054418
Year: 2007 | Value: 1072714
Year: 2008 | Value: 1091026
Year: 2009 | Value: 1109371
Year: 2010 | Value: 1127816
Year: 2011 | Value: 1146493
Year: 2012 | Value: 1165397
Year: 2013 | Value: 1183895
Year: 2014 | Value: 1201801
Year: 2015 | Value: 1219502
Year: 2016 | Value: 1237112
Year: 2017 | Value: 1254275
Year: 2018 | Value: 1270737
Year: 2019 | Value: 1286671
Year: 2020 | Value: 1302247
Year: 2021 | Value: 1317309
Year: 2022 | Value: 1331370
Year: 2023 | Value: 1344976
Year: 2024 | Value: 1358282
Remark: Cyprus
Remark: Population, total
