Entity: MUS / SP.POP.TOTL
Year: 1960 | Value: 680331
Year: 1961 | Value: 680757
Year: 1962 | Value: 700349
Year: 1963 | Value: 718861
Year: 1964 | Value: 736381
Year: 1965 | Value: 753000
Year: 1966 | Value: 768813
Year: 1967 | Value: 783917
Year: 1968 | Value: 798413
Year: 1969 | Value: 812405
Year: 1970 | Value: 826000
Year: 1971 | Value: 839230
Year: 1972 | Value: 852053
Year: 1973 | Value: 864819
Year: 1974 | Value: 878042
Year: 1975 | Value: 892000
Year: 1976 | Value: 906507
Year: 1977 | Value: 921379
Year: 1978 | Value: 933499
Year: 1979 | Value: 949888
Year: 1980 | Value: 966039
Year: 1981 | Value: 980462
Year: 1982 | Value: 992521
Year: 1983 | Value: 1001691
Year: 1984 | Value: 1012221
Year: 1985 | Value: 1020528
Year: 1986 | Value: 1028360
Year: 1987 | Value: 1036082
Year: 1988 | Value: 1043239
Year: 1989 | Value: 1051260
Year: 1990 | Value: 1058775
Year: 1991 | Value: 1070266
Year: 1992 | Value: 1084441
Year: 1993 | Value: 1097374
Year: 1994 | Value: 1112846
Year: 1995 | Value: 1122457
Year: 1996 | Value: 1133996
Year: 1997 | Value: 1148284
Year: 1998 | Value: 1160421
Year: 1999 | Value: 1175267
Year: 2000 | Value: 1186873
Year: 2001 | Value: 1196287
Year: 2002 | Value: 1204621
Year: 2003 | Value: 1213370
Year: 2004 | Value: 1221003
Year: 2005 | Value: 1228254
Year: 2006 | Value: 1233996
Year: 2007 | Value: 1239630
Year: 2008 | Value: 1244121
Year: 2009 | Value: 1247429
Year: 2010 | Value: 1250400
Year: 2011 | Value: 1252404
Year: 2012 | Value: 1255882
Year: 2013 | Value: 1258927
Year: 2014 | Value: 1261208
Year: 2015 | Value: 1262879
Year: 2016 | Value: 1263747
Year: 2017 | Value: 1264887
Year: 2018 | Value: 1265577
Year: 2019 | Value: 1265985
Year: 2020 | Value: 1266014
Year: 2021 | Value: 1266334
Year: 2022 | Value: 1262523
Year: 2023 | Value: 1248647
Year: 2024 | Value: 1245779
Remark: Mauritius
Remark: Population, total
