Entity: MEA / SP.POP.TOTL
Year: 1960 | Value: 157933392
Year: 1961 | Value: 162068656
Year: 1962 | Value: 166390935
Year: 1963 | Value: 170881281
Year: 1964 | Value: 175548682
Year: 1965 | Value: 180361095
Year: 1966 | Value: 185366083
Year: 1967 | Value: 190664582
Year: 1968 | Value: 196098319
Year: 1969 | Value: 201742643
Year: 1970 | Value: 207569650
Year: 1971 | Value: 213438350
Year: 1972 | Value: 219448355
Year: 1973 | Value: 225808044
Year: 1974 | Value: 232392106
Year: 1975 | Value: 239405806
Year: 1976 | Value: 246821883
Year: 1977 | Value: 254463059
Year: 1978 | Value: 262393904
Year: 1979 | Value: 270666000
Year: 1980 | Value: 279347788
Year: 1981 | Value: 288391729
Year: 1982 | Value: 297671219
Year: 1983 | Value: 307301861
Year: 1984 | Value: 317366458
Year: 1985 | Value: 327681501
Year: 1986 | Value: 338209596
Year: 1987 | Value: 348933449
Year: 1988 | Value: 359728415
Year: 1989 | Value: 370724431
Year: 1990 | Value: 383279026
Year: 1991 | Value: 394251647
Year: 1992 | Value: 405847278
Year: 1993 | Value: 417150344
Year: 1994 | Value: 428117445
Year: 1995 | Value: 438968860
Year: 1996 | Value: 449859387
Year: 1997 | Value: 460864078
Year: 1998 | Value: 472047033
Year: 1999 | Value: 483430509
Year: 2000 | Value: 494850317
Year: 2001 | Value: 506478256
Year: 2002 | Value: 518193093
Year: 2003 | Value: 530338988
Year: 2004 | Value: 543086512
Year: 2005 | Value: 556210211
Year: 2006 | Value: 569898499
Year: 2007 | Value: 583743828
Year: 2008 | Value: 597799097
Year: 2009 | Value: 612128501
Year: 2010 | Value: 624828664
Year: 2011 | Value: 639053870
Year: 2012 | Value: 653273442
Year: 2013 | Value: 667464006
Year: 2014 | Value: 680716578
Year: 2015 | Value: 694232973
Year: 2016 | Value: 707023525
Year: 2017 | Value: 718887744
Year: 2018 | Value: 730362334
Year: 2019 | Value: 742714463
Year: 2020 | Value: 756405281
Year: 2021 | Value: 767578451
Year: 2022 | Value: 782349366
Year: 2023 | Value: 797801454
Year: 2024 | Value: 813146136
Remark: Middle East, North Africa, Afghanistan & Pakistan
Remark: Population, total
