Entity: ARM / SP.POP.TOTL
Year: 1960 | Value: 1863705
Year: 1961 | Value: 1927484
Year: 1962 | Value: 1991689
Year: 1963 | Value: 2056023
Year: 1964 | Value: 2120135
Year: 1965 | Value: 2183635
Year: 1966 | Value: 2246159
Year: 1967 | Value: 2307492
Year: 1968 | Value: 2367319
Year: 1969 | Value: 2424030
Year: 1970 | Value: 2475633
Year: 1971 | Value: 2525345
Year: 1972 | Value: 2577079
Year: 1973 | Value: 2630860
Year: 1974 | Value: 2686445
Year: 1975 | Value: 2743660
Year: 1976 | Value: 2818165
Year: 1977 | Value: 2912827
Year: 1978 | Value: 3012807
Year: 1979 | Value: 3078501
Year: 1980 | Value: 3107415
Year: 1981 | Value: 3135349
Year: 1982 | Value: 3163144
Year: 1983 | Value: 3191539
Year: 1984 | Value: 3224547
Year: 1985 | Value: 3260432
Year: 1986 | Value: 3294847
Year: 1987 | Value: 3328520
Year: 1988 | Value: 3355125
Year: 1989 | Value: 3443100
Year: 1990 | Value: 3552128
Year: 1991 | Value: 3613977
Year: 1992 | Value: 3571861
Year: 1993 | Value: 3453332
Year: 1994 | Value: 3364610
Year: 1995 | Value: 3307581
Year: 1996 | Value: 3278735
Year: 1997 | Value: 3246289
Year: 1998 | Value: 3208401
Year: 1999 | Value: 3167286
Year: 2000 | Value: 3221100
Year: 2001 | Value: 3211800
Year: 2002 | Value: 3199800
Year: 2003 | Value: 3182500
Year: 2004 | Value: 3164900
Year: 2005 | Value: 3146400
Year: 2006 | Value: 3127100
Year: 2007 | Value: 3107400
Year: 2008 | Value: 3087100
Year: 2009 | Value: 3066000
Year: 2010 | Value: 3044800
Year: 2011 | Value: 3027900
Year: 2012 | Value: 3024100
Year: 2013 | Value: 3022000
Year: 2014 | Value: 3013800
Year: 2015 | Value: 3004600
Year: 2016 | Value: 2992300
Year: 2017 | Value: 2979400
Year: 2018 | Value: 2969000
Year: 2019 | Value: 2962500
Year: 2020 | Value: 2961500
Year: 2021 | Value: 2962300
Year: 2022 | Value: 2969200
Year: 2023 | Value: 2964300
Year: 2024 | Value: 3033500
Remark: Armenia
Remark: Population, total
