Entity: NAC / SP.POP.TOTL
Year: 1960 | Value: 198622564
Year: 1961 | Value: 202005123
Year: 1962 | Value: 205196239
Year: 1963 | Value: 208251340
Year: 1964 | Value: 211260410
Year: 1965 | Value: 214028461
Year: 1966 | Value: 216656534
Year: 1967 | Value: 219173514
Year: 1968 | Value: 221500404
Year: 1969 | Value: 223756306
Year: 1970 | Value: 226428124
Year: 1971 | Value: 229675639
Year: 1972 | Value: 232167266
Year: 1973 | Value: 234453723
Year: 1974 | Value: 236715025
Year: 1975 | Value: 239169404
Year: 1976 | Value: 241538018
Year: 1977 | Value: 244018165
Year: 1978 | Value: 246601634
Year: 1979 | Value: 249310061
Year: 1980 | Value: 251794340
Year: 1981 | Value: 254339912
Year: 1982 | Value: 256835329
Year: 1983 | Value: 259213228
Year: 1984 | Value: 261487222
Year: 1985 | Value: 263821663
Year: 1986 | Value: 266289167
Year: 1987 | Value: 268791866
Year: 1988 | Value: 271347446
Year: 1989 | Value: 274152910
Year: 1990 | Value: 277371697
Year: 1991 | Value: 281076404
Year: 1992 | Value: 284943671
Year: 1993 | Value: 288662580
Year: 1994 | Value: 292185857
Year: 1995 | Value: 295639837
Year: 1996 | Value: 299064031
Year: 1997 | Value: 302623125
Year: 1998 | Value: 306069812
Year: 1999 | Value: 309502410
Year: 2000 | Value: 312909691
Year: 2001 | Value: 316051677
Year: 2002 | Value: 319046534
Year: 2003 | Value: 321812780
Year: 2004 | Value: 324806660
Year: 2005 | Value: 327822042
Year: 2006 | Value: 331013939
Year: 2007 | Value: 334183103
Year: 2008 | Value: 337404564
Year: 2009 | Value: 340465163
Year: 2010 | Value: 343447854
Year: 2011 | Value: 346242415
Year: 2012 | Value: 349116140
Year: 2013 | Value: 351870848
Year: 2014 | Value: 354755155
Year: 2015 | Value: 357583083
Year: 2016 | Value: 360527592
Year: 2017 | Value: 363217262
Year: 2018 | Value: 365666028
Year: 2019 | Value: 367908829
Year: 2020 | Value: 369670740
Year: 2021 | Value: 370404272
Year: 2022 | Value: 373018004
Year: 2023 | Value: 376954413
Year: 2024 | Value: 381464223
Remark: North America
Remark: Population, total
