Entity: SGP / SP.POP.TOTL
Year: 1960 | Value: 1646400
Year: 1961 | Value: 1702400
Year: 1962 | Value: 1750200
Year: 1963 | Value: 1795000
Year: 1964 | Value: 1841600
Year: 1965 | Value: 1886900
Year: 1966 | Value: 1934400
Year: 1967 | Value: 1977600
Year: 1968 | Value: 2012000
Year: 1969 | Value: 2042500
Year: 1970 | Value: 2074507
Year: 1971 | Value: 2112900
Year: 1972 | Value: 2152400
Year: 1973 | Value: 2193000
Year: 1974 | Value: 2229800
Year: 1975 | Value: 2262600
Year: 1976 | Value: 2293300
Year: 1977 | Value: 2325300
Year: 1978 | Value: 2353600
Year: 1979 | Value: 2383500
Year: 1980 | Value: 2413945
Year: 1981 | Value: 2532835
Year: 1982 | Value: 2646466
Year: 1983 | Value: 2681061
Year: 1984 | Value: 2732221
Year: 1985 | Value: 2735957
Year: 1986 | Value: 2733373
Year: 1987 | Value: 2774789
Year: 1988 | Value: 2846108
Year: 1989 | Value: 2930901
Year: 1990 | Value: 3047132
Year: 1991 | Value: 3135083
Year: 1992 | Value: 3230698
Year: 1993 | Value: 3313471
Year: 1994 | Value: 3419048
Year: 1995 | Value: 3524506
Year: 1996 | Value: 3670704
Year: 1997 | Value: 3796038
Year: 1998 | Value: 3927213
Year: 1999 | Value: 3958723
Year: 2000 | Value: 4027887
Year: 2001 | Value: 4138012
Year: 2002 | Value: 4175950
Year: 2003 | Value: 4114826
Year: 2004 | Value: 4166664
Year: 2005 | Value: 4265762
Year: 2006 | Value: 4401365
Year: 2007 | Value: 4588599
Year: 2008 | Value: 4839396
Year: 2009 | Value: 4987573
Year: 2010 | Value: 5076732
Year: 2011 | Value: 5183688
Year: 2012 | Value: 5312437
Year: 2013 | Value: 5399162
Year: 2014 | Value: 5469724
Year: 2015 | Value: 5535002
Year: 2016 | Value: 5607283
Year: 2017 | Value: 5612253
Year: 2018 | Value: 5638676
Year: 2019 | Value: 5703569
Year: 2020 | Value: 5685807
Year: 2021 | Value: 5453566
Year: 2022 | Value: 5637022
Year: 2023 | Value: 5917648
Year: 2024 | Value: 6036860
Remark: Singapore
Remark: Population, total
