Entity: IDN / SP.POP.TOTL
Year: 1960 | Value: 88296070
Year: 1961 | Value: 90791249
Year: 1962 | Value: 93375850
Year: 1963 | Value: 96051424
Year: 1964 | Value: 98833749
Year: 1965 | Value: 101365130
Year: 1966 | Value: 103792754
Year: 1967 | Value: 106526393
Year: 1968 | Value: 109450006
Year: 1969 | Value: 112517639
Year: 1970 | Value: 115657495
Year: 1971 | Value: 118833702
Year: 1972 | Value: 122039841
Year: 1973 | Value: 125288515
Year: 1974 | Value: 128555045
Year: 1975 | Value: 131843848
Year: 1976 | Value: 135173655
Year: 1977 | Value: 138533541
Year: 1978 | Value: 141953163
Year: 1979 | Value: 145434834
Year: 1980 | Value: 148950540
Year: 1981 | Value: 152485035
Year: 1982 | Value: 156052152
Year: 1983 | Value: 159651381
Year: 1984 | Value: 163251124
Year: 1985 | Value: 166776185
Year: 1986 | Value: 170175065
Year: 1987 | Value: 173511154
Year: 1988 | Value: 176855065
Year: 1989 | Value: 180201630
Year: 1990 | Value: 183501098
Year: 1991 | Value: 186778238
Year: 1992 | Value: 190043744
Year: 1993 | Value: 193305168
Year: 1994 | Value: 196591828
Year: 1995 | Value: 199888057
Year: 1996 | Value: 203204348
Year: 1997 | Value: 206536095
Year: 1998 | Value: 209826788
Year: 1999 | Value: 213004668
Year: 2000 | Value: 216077790
Year: 2001 | Value: 219097902
Year: 2002 | Value: 222088495
Year: 2003 | Value: 225048008
Year: 2004 | Value: 227926649
Year: 2005 | Value: 230871650
Year: 2006 | Value: 233951652
Year: 2007 | Value: 237062337
Year: 2008 | Value: 240157903
Year: 2009 | Value: 243220028
Year: 2010 | Value: 246305322
Year: 2011 | Value: 249470032
Year: 2012 | Value: 252698525
Year: 2013 | Value: 255852467
Year: 2014 | Value: 258877399
Year: 2015 | Value: 261799249
Year: 2016 | Value: 264627418
Year: 2017 | Value: 267346658
Year: 2018 | Value: 269951846
Year: 2019 | Value: 272489381
Year: 2020 | Value: 274814866
Year: 2021 | Value: 276758053
Year: 2022 | Value: 278830529
Year: 2023 | Value: 281190067
Year: 2024 | Value: 283487931
Remark: Indonesia
Remark: Population, total
