Entity: STP / SP.POP.TOTL
Year: 1960 | Value: 68012
Year: 1961 | Value: 68707
Year: 1962 | Value: 69403
Year: 1963 | Value: 70112
Year: 1964 | Value: 70865
Year: 1965 | Value: 71680
Year: 1966 | Value: 72576
Year: 1967 | Value: 73596
Year: 1968 | Value: 74765
Year: 1969 | Value: 76083
Year: 1970 | Value: 77626
Year: 1971 | Value: 79330
Year: 1972 | Value: 81041
Year: 1973 | Value: 82798
Year: 1974 | Value: 84672
Year: 1975 | Value: 86708
Year: 1976 | Value: 88922
Year: 1977 | Value: 91301
Year: 1978 | Value: 93794
Year: 1979 | Value: 96252
Year: 1980 | Value: 98544
Year: 1981 | Value: 100615
Year: 1982 | Value: 102508
Year: 1983 | Value: 104380
Year: 1984 | Value: 106394
Year: 1985 | Value: 108658
Year: 1986 | Value: 111150
Year: 1987 | Value: 113919
Year: 1988 | Value: 116939
Year: 1989 | Value: 119979
Year: 1990 | Value: 122980
Year: 1991 | Value: 125697
Year: 1992 | Value: 128110
Year: 1993 | Value: 130467
Year: 1994 | Value: 132732
Year: 1995 | Value: 134895
Year: 1996 | Value: 136962
Year: 1997 | Value: 138922
Year: 1998 | Value: 140751
Year: 1999 | Value: 142442
Year: 2000 | Value: 144018
Year: 2001 | Value: 146375
Year: 2002 | Value: 149922
Year: 2003 | Value: 153814
Year: 2004 | Value: 157705
Year: 2005 | Value: 161639
Year: 2006 | Value: 165638
Year: 2007 | Value: 169700
Year: 2008 | Value: 173793
Year: 2009 | Value: 177853
Year: 2010 | Value: 181802
Year: 2011 | Value: 185649
Year: 2012 | Value: 189439
Year: 2013 | Value: 193148
Year: 2014 | Value: 196767
Year: 2015 | Value: 200291
Year: 2016 | Value: 203689
Year: 2017 | Value: 206970
Year: 2018 | Value: 210187
Year: 2019 | Value: 213392
Year: 2020 | Value: 217435
Year: 2021 | Value: 221961
Year: 2022 | Value: 226305
Year: 2023 | Value: 230871
Year: 2024 | Value: 235536
Remark: Sao Tome and Principe
Remark: Population, total
