Entity: BOL / SP.POP.TOTL
Year: 1960 | Value: 3702323
Year: 1961 | Value: 3778731
Year: 1962 | Value: 3857493
Year: 1963 | Value: 3938913
Year: 1964 | Value: 4022996
Year: 1965 | Value: 4109796
Year: 1966 | Value: 4199550
Year: 1967 | Value: 4292572
Year: 1968 | Value: 4388944
Year: 1969 | Value: 4488232
Year: 1970 | Value: 4590010
Year: 1971 | Value: 4694342
Year: 1972 | Value: 4800978
Year: 1973 | Value: 4910200
Year: 1974 | Value: 5022475
Year: 1975 | Value: 5137539
Year: 1976 | Value: 5256496
Year: 1977 | Value: 5379166
Year: 1978 | Value: 5504123
Year: 1979 | Value: 5630849
Year: 1980 | Value: 5758900
Year: 1981 | Value: 5888109
Year: 1982 | Value: 6018088
Year: 1983 | Value: 6149060
Year: 1984 | Value: 6281868
Year: 1985 | Value: 6416185
Year: 1986 | Value: 6552479
Year: 1987 | Value: 6692162
Year: 1988 | Value: 6835508
Year: 1989 | Value: 6981766
Year: 1990 | Value: 7130142
Year: 1991 | Value: 7280289
Year: 1992 | Value: 7430336
Year: 1993 | Value: 7579195
Year: 1994 | Value: 7727322
Year: 1995 | Value: 7874676
Year: 1996 | Value: 8021736
Year: 1997 | Value: 8167900
Year: 1998 | Value: 8313394
Year: 1999 | Value: 8459806
Year: 2000 | Value: 8606326
Year: 2001 | Value: 8752736
Year: 2002 | Value: 8900355
Year: 2003 | Value: 9050700
Year: 2004 | Value: 9204287
Year: 2005 | Value: 9360754
Year: 2006 | Value: 9521689
Year: 2007 | Value: 9685960
Year: 2008 | Value: 9850858
Year: 2009 | Value: 10016275
Year: 2010 | Value: 10182345
Year: 2011 | Value: 10348929
Year: 2012 | Value: 10515807
Year: 2013 | Value: 10682608
Year: 2014 | Value: 10848888
Year: 2015 | Value: 11014705
Year: 2016 | Value: 11180020
Year: 2017 | Value: 11344587
Year: 2018 | Value: 11508368
Year: 2019 | Value: 11671386
Year: 2020 | Value: 11816299
Year: 2021 | Value: 11937360
Year: 2022 | Value: 12077154
Year: 2023 | Value: 12244159
Year: 2024 | Value: 12413315
Remark: Bolivia
Remark: Population, total
