Entity: NLD / SP.POP.TOTL
Year: 1960 | Value: 11486631
Year: 1961 | Value: 11638712
Year: 1962 | Value: 11805689
Year: 1963 | Value: 11965966
Year: 1964 | Value: 12127120
Year: 1965 | Value: 12294732
Year: 1966 | Value: 12456251
Year: 1967 | Value: 12598201
Year: 1968 | Value: 12729721
Year: 1969 | Value: 12877984
Year: 1970 | Value: 13038526
Year: 1971 | Value: 13194497
Year: 1972 | Value: 13328593
Year: 1973 | Value: 13439322
Year: 1974 | Value: 13545056
Year: 1975 | Value: 13666335
Year: 1976 | Value: 13774037
Year: 1977 | Value: 13856185
Year: 1978 | Value: 13941700
Year: 1979 | Value: 14038270
Year: 1980 | Value: 14149800
Year: 1981 | Value: 14247208
Year: 1982 | Value: 14312690
Year: 1983 | Value: 14367070
Year: 1984 | Value: 14424211
Year: 1985 | Value: 14491632
Year: 1986 | Value: 14572278
Year: 1987 | Value: 14665037
Year: 1988 | Value: 14760094
Year: 1989 | Value: 14848907
Year: 1990 | Value: 14951510
Year: 1991 | Value: 15069798
Year: 1992 | Value: 15184166
Year: 1993 | Value: 15290368
Year: 1994 | Value: 15382838
Year: 1995 | Value: 15459006
Year: 1996 | Value: 15530498
Year: 1997 | Value: 15610650
Year: 1998 | Value: 15707209
Year: 1999 | Value: 15812088
Year: 2000 | Value: 15925513
Year: 2001 | Value: 16046180
Year: 2002 | Value: 16148929
Year: 2003 | Value: 16225302
Year: 2004 | Value: 16281779
Year: 2005 | Value: 16319868
Year: 2006 | Value: 16346101
Year: 2007 | Value: 16381696
Year: 2008 | Value: 16445593
Year: 2009 | Value: 16530388
Year: 2010 | Value: 16615394
Year: 2011 | Value: 16693074
Year: 2012 | Value: 16754962
Year: 2013 | Value: 16804432
Year: 2014 | Value: 16865008
Year: 2015 | Value: 16939923
Year: 2016 | Value: 17030314
Year: 2017 | Value: 17131296
Year: 2018 | Value: 17231624
Year: 2019 | Value: 17344874
Year: 2020 | Value: 17441500
Year: 2021 | Value: 17533044
Year: 2022 | Value: 17700982
Year: 2023 | Value: 17877117
Year: 2024 | Value: 17993485
Remark: Netherlands
Remark: Population, total
