Entity: MLT / SP.POP.TOTL
Year: 1960 | Value: 326550
Year: 1961 | Value: 325250
Year: 1962 | Value: 323900
Year: 1963 | Value: 322550
Year: 1964 | Value: 321250
Year: 1965 | Value: 318800
Year: 1966 | Value: 315200
Year: 1967 | Value: 311550
Year: 1968 | Value: 307900
Year: 1969 | Value: 304300
Year: 1970 | Value: 302650
Year: 1971 | Value: 302700
Year: 1972 | Value: 302450
Year: 1973 | Value: 302200
Year: 1974 | Value: 301996
Year: 1975 | Value: 304222
Year: 1976 | Value: 305774
Year: 1977 | Value: 306970
Year: 1978 | Value: 310182
Year: 1979 | Value: 313342
Year: 1980 | Value: 316645
Year: 1981 | Value: 318982
Year: 1982 | Value: 325898
Year: 1983 | Value: 330524
Year: 1984 | Value: 330593
Year: 1985 | Value: 336452
Year: 1986 | Value: 342121
Year: 1987 | Value: 344485
Year: 1988 | Value: 347325
Year: 1989 | Value: 350722
Year: 1990 | Value: 354170
Year: 1991 | Value: 363845
Year: 1992 | Value: 367618
Year: 1993 | Value: 371308
Year: 1994 | Value: 374797
Year: 1995 | Value: 377419
Year: 1996 | Value: 379905
Year: 1997 | Value: 382791
Year: 1998 | Value: 385287
Year: 1999 | Value: 387578
Year: 2000 | Value: 390087
Year: 2001 | Value: 393028
Year: 2002 | Value: 395969
Year: 2003 | Value: 398582
Year: 2004 | Value: 401268
Year: 2005 | Value: 403834
Year: 2006 | Value: 405308
Year: 2007 | Value: 406724
Year: 2008 | Value: 409379
Year: 2009 | Value: 412477
Year: 2010 | Value: 414508
Year: 2011 | Value: 416268
Year: 2012 | Value: 420028
Year: 2013 | Value: 424810
Year: 2014 | Value: 433481
Year: 2015 | Value: 444220
Year: 2016 | Value: 454505
Year: 2017 | Value: 467106
Year: 2018 | Value: 483903
Year: 2019 | Value: 503912
Year: 2020 | Value: 515490
Year: 2021 | Value: 518150
Year: 2022 | Value: 531113
Year: 2023 | Value: 552747
Year: 2024 | Value: 568847
Remark: Malta
Remark: Population, total
