Entity: UKR / SP.POP.TOTL
Year: 1960 | Value: 42824093
Year: 1961 | Value: 43399766
Year: 1962 | Value: 43943674
Year: 1963 | Value: 44462372
Year: 1964 | Value: 44951156
Year: 1965 | Value: 45386892
Year: 1966 | Value: 45802519
Year: 1967 | Value: 46215988
Year: 1968 | Value: 46614325
Year: 1969 | Value: 46976256
Year: 1970 | Value: 47261306
Year: 1971 | Value: 47573287
Year: 1972 | Value: 47946893
Year: 1973 | Value: 48277121
Year: 1974 | Value: 48576570
Year: 1975 | Value: 48865229
Year: 1976 | Value: 49120842
Year: 1977 | Value: 49336481
Year: 1978 | Value: 49521243
Year: 1979 | Value: 49721381
Year: 1980 | Value: 49955152
Year: 1981 | Value: 50189281
Year: 1982 | Value: 50402724
Year: 1983 | Value: 50637029
Year: 1984 | Value: 50887599
Year: 1985 | Value: 51108770
Year: 1986 | Value: 51318745
Year: 1987 | Value: 51515732
Year: 1988 | Value: 51724853
Year: 1989 | Value: 51917817
Year: 1990 | Value: 52054092
Year: 1991 | Value: 52170961
Year: 1992 | Value: 52323671
Year: 1993 | Value: 52350126
Year: 1994 | Value: 52075998
Year: 1995 | Value: 51665539
Year: 1996 | Value: 51226109
Year: 1997 | Value: 50786885
Year: 1998 | Value: 50379731
Year: 1999 | Value: 49976446
Year: 2000 | Value: 49556660
Year: 2001 | Value: 49106855
Year: 2002 | Value: 48677281
Year: 2003 | Value: 48315136
Year: 2004 | Value: 47979507
Year: 2005 | Value: 47585556
Year: 2006 | Value: 47278694
Year: 2007 | Value: 47062798
Year: 2008 | Value: 46819175
Year: 2009 | Value: 46623731
Year: 2010 | Value: 46456003
Year: 2011 | Value: 46307853
Year: 2012 | Value: 46210056
Year: 2013 | Value: 46126770
Year: 2014 | Value: 45972380
Year: 2015 | Value: 45784896
Year: 2016 | Value: 45616832
Year: 2017 | Value: 45436041
Year: 2018 | Value: 45208907
Year: 2019 | Value: 44957458
Year: 2020 | Value: 44680014
Year: 2021 | Value: 44298640
Year: 2022 | Value: 41048766
Year: 2023 | Value: 37732836
Year: 2024 | Value: 37860221
Remark: Ukraine
Remark: Population, total
