Entity: SUR / SP.POP.TOTL
Year: 1960 | Value: 263918
Year: 1961 | Value: 272791
Year: 1962 | Value: 283912
Year: 1963 | Value: 297034
Year: 1964 | Value: 309041
Year: 1965 | Value: 320000
Year: 1966 | Value: 331135
Year: 1967 | Value: 342679
Year: 1968 | Value: 354616
Year: 1969 | Value: 366906
Year: 1970 | Value: 379442
Year: 1971 | Value: 391932
Year: 1972 | Value: 397413
Year: 1973 | Value: 395772
Year: 1974 | Value: 393676
Year: 1975 | Value: 391170
Year: 1976 | Value: 388289
Year: 1977 | Value: 385067
Year: 1978 | Value: 381502
Year: 1979 | Value: 377602
Year: 1980 | Value: 375377
Year: 1981 | Value: 375459
Year: 1982 | Value: 376555
Year: 1983 | Value: 378746
Year: 1984 | Value: 382193
Year: 1985 | Value: 386972
Year: 1986 | Value: 392330
Year: 1987 | Value: 396911
Year: 1988 | Value: 402227
Year: 1989 | Value: 408409
Year: 1990 | Value: 412493
Year: 1991 | Value: 415013
Year: 1992 | Value: 417589
Year: 1993 | Value: 419352
Year: 1994 | Value: 422375
Year: 1995 | Value: 429606
Year: 1996 | Value: 438830
Year: 1997 | Value: 448067
Year: 1998 | Value: 457406
Year: 1999 | Value: 466916
Year: 2000 | Value: 476643
Year: 2001 | Value: 486560
Year: 2002 | Value: 496551
Year: 2003 | Value: 506414
Year: 2004 | Value: 513923
Year: 2005 | Value: 519313
Year: 2006 | Value: 524997
Year: 2007 | Value: 531016
Year: 2008 | Value: 537245
Year: 2009 | Value: 543568
Year: 2010 | Value: 549923
Year: 2011 | Value: 556269
Year: 2012 | Value: 562633
Year: 2013 | Value: 569020
Year: 2014 | Value: 575373
Year: 2015 | Value: 581627
Year: 2016 | Value: 587757
Year: 2017 | Value: 593713
Year: 2018 | Value: 599513
Year: 2019 | Value: 605768
Year: 2020 | Value: 612317
Year: 2021 | Value: 617896
Year: 2022 | Value: 623164
Year: 2023 | Value: 628886
Year: 2024 | Value: 634431
Remark: Suriname
Remark: Population, total
