Entity: HND / SP.POP.TOTL
Year: 1960 | Value: 2062060
Year: 1961 | Value: 2121242
Year: 1962 | Value: 2182064
Year: 1963 | Value: 2244878
Year: 1964 | Value: 2309855
Year: 1965 | Value: 2377157
Year: 1966 | Value: 2446751
Year: 1967 | Value: 2518648
Year: 1968 | Value: 2593057
Year: 1969 | Value: 2670289
Year: 1970 | Value: 2750715
Year: 1971 | Value: 2834616
Year: 1972 | Value: 2922064
Year: 1973 | Value: 3011459
Year: 1974 | Value: 3099836
Year: 1975 | Value: 3193234
Year: 1976 | Value: 3294457
Year: 1977 | Value: 3398655
Year: 1978 | Value: 3505463
Year: 1979 | Value: 3614981
Year: 1980 | Value: 3727173
Year: 1981 | Value: 3841778
Year: 1982 | Value: 3958728
Year: 1983 | Value: 4078174
Year: 1984 | Value: 4199850
Year: 1985 | Value: 4323342
Year: 1986 | Value: 4448899
Year: 1987 | Value: 4576910
Year: 1988 | Value: 4707677
Year: 1989 | Value: 4841838
Year: 1990 | Value: 4980488
Year: 1991 | Value: 5123792
Year: 1992 | Value: 5271431
Year: 1993 | Value: 5423249
Year: 1994 | Value: 5579242
Year: 1995 | Value: 5739637
Year: 1996 | Value: 5903954
Year: 1997 | Value: 6071454
Year: 1998 | Value: 6234431
Year: 1999 | Value: 6400463
Year: 2000 | Value: 6577773
Year: 2001 | Value: 6757993
Year: 2002 | Value: 6938859
Year: 2003 | Value: 7119213
Year: 2004 | Value: 7298994
Year: 2005 | Value: 7478355
Year: 2006 | Value: 7656832
Year: 2007 | Value: 7834798
Year: 2008 | Value: 8012587
Year: 2009 | Value: 8189899
Year: 2010 | Value: 8365878
Year: 2011 | Value: 8540583
Year: 2012 | Value: 8715076
Year: 2013 | Value: 8889278
Year: 2014 | Value: 9063122
Year: 2015 | Value: 9237305
Year: 2016 | Value: 9412380
Year: 2017 | Value: 9588137
Year: 2018 | Value: 9765210
Year: 2019 | Value: 9943633
Year: 2020 | Value: 10119640
Year: 2021 | Value: 10289877
Year: 2022 | Value: 10463872
Year: 2023 | Value: 10644851
Year: 2024 | Value: 10825703
Remark: Honduras
Remark: Population, total
